State,Action,NextState
[ 3.06455807 -6.12740578],-1.8173904,[ 2.74744329 -6.34229554]
[ 2.74744329 -6.34229554],-1.7072581,[ 2.43192494 -6.31036707]
[ 2.43192494 -6.31036707],-1.2860615,[ 2.13119544 -6.01458999]
[ 2.13119544 -6.01458999],-1.5548964,[ 1.85056833 -5.61254216]
[ 1.85056833 -5.61254216],-1.6201035,[ 1.59383239 -5.13471887]
[ 1.59383239 -5.13471887],-1.731261,[ 1.36160204 -4.64460701]
[ 1.36160204 -4.64460701],-1.8231679,[ 1.15238037 -4.18443328]
[ 1.15238037 -4.18443328],-1.6169757,[ 0.96529641 -3.74167935]
[ 0.96529641 -3.74167935],-0.69056475,[ 0.80386636 -3.22860082]
[ 0.80386636 -3.22860082],0.028442383,[ 0.66965131 -2.68430113]
[ 0.66965131 -2.68430113],0.20121193,[ 0.56022207 -2.18858486]
[ 0.56022207 -2.18858486],0.17646694,[ 0.47204286 -1.76358407]
[ 0.47204286 -1.76358407],0.031101942,[ 0.40114842 -1.41788876]
[ 0.40114842 -1.41788876],-0.07534754,[ 0.34433172 -1.136334  ]
[ 0.34433172 -1.136334  ],-0.5411197,[ 0.29611541 -0.96432618]
[ 0.29611541 -0.96432618],-0.60460126,[ 0.25430735 -0.8361612 ]
[ 0.25430735 -0.8361612 ],-0.6672969,[ 0.21692863 -0.7475744 ]
[ 0.21692863 -0.7475744 ],-0.42179275,[ 0.18445764 -0.64941987]
[ 0.18445764 -0.64941987],-0.45755696,[ 0.15543297 -0.58049336]
[ 0.15543297 -0.58049336],-0.21398818,[ 0.13060869 -0.49648569]
[ 0.13060869 -0.49648569],-0.34423876,[ 0.10808653 -0.45044325]
[ 0.10808653 -0.45044325],-0.016778827,[ 0.08948388 -0.37205293]
[ 0.08948388 -0.37205293],-0.26153672,[ 0.07227088 -0.34426006]
[ 0.07227088 -0.34426006],0.16188765,[ 0.05897983 -0.26582093]
[ 0.05897983 -0.26582093],-0.2912011,[ 0.04571524 -0.26529187]
[ 0.04571524 -0.26529187],0.34465003,[ 0.03674924 -0.17931988]
[ 0.03674924 -0.17931988],-0.30119348,[ 0.02690208 -0.19694317]
[ 0.02690208 -0.19694317],0.51335454,[ 0.02191379 -0.09976586]
[ 0.02191379 -0.09976586],-0.335894,[ 0.01522799 -0.13371594]
[ 0.01522799 -0.13371594],0.44938684,[ 0.01248362 -0.05488736]
[ 0.01248362 -0.05488736],-0.28369188,[ 0.00807969 -0.08807866]
[ 0.00807969 -0.08807866],0.36870623,[ 0.00674404 -0.02671303]
[ 0.00674404 -0.02671303],-0.26748967,[ 0.00365512 -0.06177849]
[ 0.00365512 -0.06177849],0.33609104,[ 0.00322394 -0.0086235 ]
[ 0.00322394 -0.0086235 ],-0.2709458,[ 0.00088157 -0.04684742]
[ 0.00088157 -0.04684742],0.33250713,[0.00106606 0.00368983]
[0.00106606 0.00368983],-0.28775072,[-0.0008676  -0.03867323]
[-0.0008676  -0.03867323],0.3432598,[-0.00025935  0.01216504]
[-0.00025935  0.01216504],-0.30898142,[-0.00197818 -0.03437668]
[-0.00197818 -0.03437668],0.36037254,[-0.0010684   0.01819556]
[-0.0010684   0.01819556],-0.33214998,[-0.00268982 -0.03242824]
[-0.00268982 -0.03242824],0.380538,[-0.00155806  0.0226351 ]
[-0.00155806  0.0226351 ],-0.355533,[-0.00315123 -0.0318634 ]
[ 1.72494956 -0.49195074],1.6710565,[1.74994026 0.49981417]
[1.74994026 0.49981417],2.0,[1.82683084 1.53781161]
[1.82683084 1.53781161],1.9999943,[1.95499895 2.56336212]
[1.95499895 2.56336212],1.9774027,[2.13276374 3.55529573]
[2.13276374 3.55529573],1.8181548,[2.3558975  4.46267526]
[2.3558975  4.46267526],1.3834326,[2.61593139 5.20067771]
[2.61593139 5.20067771],1.6896181,[2.90745435 5.83045926]
[2.90745435 5.83045926],1.890671,[3.22185753 6.28806358]
[3.22185753 6.28806358],1.8885274,[3.54741796 6.51120865]
[3.54741796 6.51120865],1.7135365,[3.87102577 6.47215625]
[3.87102577 6.47215625],1.4448457,[4.18047816 6.18904777]
[4.18047816 6.18904777],1.7824311,[4.4709798  5.81003281]
[4.4709798  5.81003281],1.8043714,[4.73860165 5.35243698]
[4.73860165 5.35243698],1.3585091,[4.9789252  4.80647099]
[4.9789252  4.80647099],-0.11206138,[5.18223245 4.06614502]
[5.18223245 4.06614502],0.054430246,[5.35251146 3.40558018]
[5.35251146 3.40558018],0.10566425,[5.4935071  2.81991286]
[5.4935071  2.81991286],0.22137356,[5.6095333  2.32052384]
[5.6095333  2.32052384],0.20986891,[5.70373934 1.8841209 ]
[5.70373934 1.8841209 ],0.36528587,[5.78015151 1.52824347]
[5.78015151 1.52824347],0.45317388,[5.84188428 1.23465525]
[5.84188428 1.23465525],0.748929,[5.89321715 1.02665744]
[5.89321715 1.02665744],0.8771539,[5.93687271 0.8731113 ]
[5.93687271 0.8731113 ],0.8864012,[5.9744476  0.75149775]
[5.9744476  0.75149775],0.9245074,[6.00756168 0.66228166]
[6.00756168 0.66228166],0.92914796,[6.03743886 0.59754354]
[6.03743886 0.59754354],0.9718678,[6.06548203 0.56086341]
[6.06548203 0.56086341],0.9266052,[6.0923752  0.53786343]
[6.0923752  0.53786343],0.80968523,[6.11822898 0.51707544]
[6.11822898 0.51707544],0.45457983,[6.14133425 0.46210548]
[6.14133425 0.46210548],0.45964313,[6.16258525 0.42502008]
[6.16258525 0.42502008],0.15927505,[6.18051927 0.35868039]
[6.18051927 0.35868039],0.46022773,[6.19806178 0.35085022]
[6.19806178 0.35085022],-0.25213647,[6.21052499 0.24926418]
[6.21052499 0.24926418],0.7216816,[6.22567845 0.30306912]
[6.22567845 0.30306912],-0.94302607,[6.23160389 0.11850884]
[6.23160389 0.11850884],1.2672687,[6.2451004  0.26993022]
[6.2451004  0.26993022],-1.3599185,[6.24696969 0.03738568]
[6.24696969 0.03738568],1.3262725,[6.25742822 0.20917077]
[6.25742822 0.20917077],-1.2381637,[6.25763475e+00 4.13054012e-03]
[6.25763475e+00 4.13054012e-03],1.1831903,[6.26575716 0.16244826]
[6.26575716 0.16244826],-1.10553,[ 6.26493458 -0.01645169]
[ 6.26493458 -0.01645169],1.0441895,[6.27125905 0.12648944]
[6.27125905 0.12648944],-0.96548784,[ 6.26989514 -0.02727821]
[ 6.26989514 -0.02727821],0.90854025,[6.27484692 0.09903549]
[6.27484692 0.09903549],-0.8498528,[ 6.27311211 -0.03469615]
[ 6.27311211 -0.03469615],0.81835675,[6.27713724 0.08050259]
[6.27713724 0.08050259],-0.7699361,[ 6.27516105 -0.03952384]
[ 6.27516105 -0.03952384],0.7592063,[6.27857799 0.06833897]
[6.27857799 0.06833897],-0.7129867,[ 6.27647477 -0.04206451]
[ 6.27647477 -0.04206451],0.7148254,[6.27948109 0.06012644]
[6.27948109 0.06012644],-0.6699188,[ 6.27732411 -0.04313954]
[ 6.27732411 -0.04313954],0.67985964,[6.28004629 0.05444354]
[6.28004629 0.05444354],-0.6363647,[ 6.27787802 -0.04336542]
[ 6.27787802 -0.04336542],0.6518605,[6.28039968 0.0504332 ]
[6.28039968 0.0504332 ],-0.6098833,[ 6.27824275 -0.04313851]
[ 6.27824275 -0.04313851],0.6293273,[6.28062044 0.04755368]
[6.28062044 0.04755368],-0.5888525,[ 6.27848555 -0.04269784]
[ 6.27848555 -0.04269784],0.6111729,[6.28075821 0.04545329]
[6.28075821 0.04545329],-0.57209694,[ 6.27864913 -0.04218157]
[ 6.27864913 -0.04218157],0.5965514,[6.28084408 0.04389902]
[6.28084408 0.04389902],-0.55872095,[ 6.27876083 -0.04166504]
[ 6.27876083 -0.04166504],0.5847602,[6.28089736 0.04273064]
[6.28089736 0.04273064],-0.5481081,[ 6.27883729 -0.04120153]
[ 6.27883729 -0.04120153],0.5753825,[6.28092953 0.04184484]
[6.28092953 0.04184484],-0.53965354,[ 6.27888978 -0.04079503]
[ 6.27888978 -0.04079503],0.5679636,[6.28094867 0.04117788]
[6.28094867 0.04117788],-0.5329814,[ 6.27892633 -0.04044681]
[ 6.27892633 -0.04044681],0.56207466,[6.28095984 0.04067017]
[6.28095984 0.04067017],-0.5276966,[ 6.27895217 -0.04015342]
[ 6.27895217 -0.04015342],0.5573876,[6.28096616 0.04027987]
[2.348604   0.84200661],2.0,[2.43242135 1.67634685]
[2.43242135 1.67634685],2.0,[2.55565888 2.46475067]
[2.55565888 2.46475067],2.0,[2.71463307 3.1794839 ]
[2.71463307 3.1794839 ],2.0,[2.90413622 3.79006283]
[2.90413622 3.79006283],2.0,[3.11746053 4.26648623]
[3.11746053 4.26648623],1.9996467,[3.34668706 4.58453057]
[3.34668706 4.58453057],1.9956222,[3.58324352 4.73112921]
[3.58324352 4.73112921],1.9915695,[3.81870803 4.70929026]
[3.81870803 4.70929026],1.9965541,[4.04565117 4.53886282]
[4.04565117 4.53886282],1.9986031,[4.25811471 4.24927084]
[4.25811471 4.24927084],1.9985437,[4.45187059 3.87511761]
[4.45187059 3.87511761],1.9897552,[4.62431501 3.44888844]
[4.62431501 3.44888844],1.9132142,[4.77375389 2.98877758]
[4.77375389 2.98877758],1.5347433,[4.89727393 2.47040075]
[4.89727393 2.47040075],0.80447006,[4.98996659 1.85385321]
[4.98996659 1.85385321],0.8302703,[5.0528217 1.2571022]
[5.0528217 1.2571022],1.7150297,[5.09319165 0.80739896]
[5.09319165 0.80739896],1.9375553,[5.11327951 0.4017573 ]
[5.11327951 0.4017573 ],1.972909,[5.11363743 0.00715827]
[5.11363743 0.00715827],1.9749587,[ 5.094286   -0.38702852]
[ 5.094286   -0.38702852],1.9247713,[ 5.05457189 -0.79428231]
[ 5.05457189 -0.79428231],1.5246139,[ 4.99096646 -1.27210857]
[ 4.99096646 -1.27210857],-0.39230418,[ 4.88836446 -2.05203989]
[ 4.88836446 -2.05203989],-1.5560898,[ 4.73717094 -3.02387052]
[ 4.73717094 -3.02387052],-0.88190675,[ 4.54187463 -3.90592624]
[ 4.54187463 -3.90592624],0.29538798,[ 4.31183756 -4.60074126]
[ 4.31183756 -4.60074126],-0.16413474,[ 4.04603776 -5.31599606]
[ 4.04603776 -5.31599606],-0.81881976,[ 3.74461872 -6.02838074]
[ 3.74461872 -6.02838074],-1.1624894,[ 3.41321336 -6.62810721]
[ 3.41321336 -6.62810721],-1.5134876,[ 3.06039586 -7.05635015]
[ 3.06039586 -7.05635015],-1.668636,[ 2.69810511 -7.24581484]
[ 2.69810511 -7.24581484],-0.5885389,[ 2.34749129 -7.0122765 ]
[ 2.34749129 -7.0122765 ],1.3186643,[ 2.03351372 -6.27955134]
[ 2.03351372 -6.27955134],-0.58706665,[ 1.74868976 -5.69647924]
[ 1.74868976 -5.69647924],-0.99833584,[ 1.49328648 -5.10806563]
[ 1.49328648 -5.10806563],-1.489034,[ 1.26410285 -4.58367252]
[ 1.26410285 -4.58367252],-1.4803196,[ 1.05956697 -4.09071768]
[ 1.05956697 -4.09071768],-0.67810965,[ 0.88265065 -3.53832635]
[ 0.88265065 -3.53832635],-0.0152288675,[ 0.73458606 -2.9612919 ]
[ 0.73458606 -2.9612919 ],0.17919755,[ 0.61300094 -2.43170226]
[ 0.61300094 -2.43170226],0.20245218,[ 0.51450889 -1.96984098]
[ 0.51450889 -1.96984098],0.13757062,[ 0.43550265 -1.58012485]
[ 0.43550265 -1.58012485],-0.078306675,[ 0.37172909 -1.27547121]
[ 0.37172909 -1.27547121],-0.15977073,[ 0.32037826 -1.0270166 ]
[ 0.32037826 -1.0270166 ],-0.7843647,[ 0.2749544  -0.90847711]
[ 0.2749544  -0.90847711],-0.53714633,[ 0.23568332 -0.78542176]
[ 0.23568332 -0.78542176],-0.6261772,[ 0.20047243 -0.70421774]
[ 0.20047243 -0.70421774],-0.36229694,[ 0.17001178 -0.60921304]
[ 0.17001178 -0.60921304],-0.4178369,[ 0.14276212 -0.54499311]
[ 0.14276212 -0.54499311],-0.18225682,[ 0.11948095 -0.46562338]
[ 0.11948095 -0.46562338],-0.2982049,[ 0.09843313 -0.42095645]
[ 0.09843313 -0.42095645],0.006374836,[ 0.0811184  -0.34629454]
[ 0.0811184  -0.34629454],-0.2412467,[ 0.06503293 -0.32170944]
[ 0.06503293 -0.32170944],0.19791842,[ 0.05286886 -0.24328135]
[ 0.05286886 -0.24328135],-0.3053751,[ 0.04039614 -0.24945444]
[ 0.04039614 -0.24945444],0.4239459,[ 0.03261746 -0.15557369]
[ 0.03261746 -0.15557369],-0.34351134,[ 0.02348538 -0.18264163]
[ 0.02348538 -0.18264163],0.5330341,[ 0.01923167 -0.08507411]
[ 0.01923167 -0.08507411],-0.34268284,[ 0.01312899 -0.12205367]
[ 0.01312899 -0.12205367],0.44471335,[ 0.01085398 -0.04550021]
[ 0.01085398 -0.04550021],-0.2944405,[ 0.00677768 -0.08152596]
[ 0.00677768 -0.08152596],0.37273836,[ 0.00575108 -0.02053199]
[ 0.00575108 -0.02053199],-0.2814796,[ 0.00282905 -0.05844064]
[ 0.00282905 -0.05844064],0.34767008,[ 0.00262063 -0.00416835]
[ 0.00262063 -0.00416835],-0.28785002,[ 0.00035161 -0.04538038]
[ 0.00035161 -0.04538038],0.34740925,[0.00070135 0.00699471]
[0.00070135 0.00699471],-0.30528903,[-0.00121229 -0.03827263]
[-0.00121229 -0.03827263],0.35931277,[-0.00047653  0.01471507]
[-0.00047653  0.01471507],-0.32636058,[-0.00220635 -0.03459642]
[-0.00220635 -0.03459642],0.3765328,[-0.00119492  0.02022874]
[-0.00119492  0.02022874],-0.3487705,[-0.00284407 -0.03298303]
[-0.00284407 -0.03298303],0.3960662,[-0.00162938  0.02429385]
[-0.00162938  0.02429385],-0.37095523,[-0.00325795 -0.03257146]
[-2.65043118  0.2891163 ],-1.4639322,[-2.66464174 -0.28421131]
[-2.66464174 -0.28421131],-1.9988096,[-2.7110586  -0.92833713]
[-2.7110586  -0.92833713],-1.9999994,[-2.78812631 -1.54135418]
[-2.78812631 -1.54135418],-1.9999996,[-2.89317471 -2.10096807]
[-2.89317471 -2.10096807],-1.999999,[-3.02244326 -2.58537101]
[-3.02244326 -2.58537101],-1.999998,[-3.17116933 -2.97452146]
[-3.17116933 -2.97452146],-1.9999964,[-3.33378642 -3.25234165]
[-3.33378642 -3.25234165],-1.99999,[-3.50424045 -3.40908061]
[-3.50424045 -3.40908061],-1.9999405,[-3.67639087 -3.44300839]
[-3.67639087 -3.44300839],-1.9998388,[-3.84442755 -3.36073364]
[-3.84442755 -3.36073364],-1.9995863,[-4.00322175 -3.17588408]
[-4.00322175 -3.17588408],-1.9974715,[-4.14853808 -2.90632647]
[-4.14853808 -2.90632647],-1.9702688,[-4.27693629 -2.56796433]
[-4.27693629 -2.56796433],-1.8387526,[-4.38512468 -2.16376784]
[-4.38512468 -2.16376784],-1.5565637,[-4.46947761 -1.68705843]
[-4.46947761 -1.68705843],-0.9098662,[-4.52425546 -1.095557  ]
[-4.52425546 -1.095557  ],-0.30753255,[-4.54450149 -0.40492061]
[-4.54450149 -0.40492061],1.8849096,[-4.51363795  0.61727081]
[-4.51363795  0.61727081],2.0,[-4.43101263  1.65250626]
[-4.43101263  1.65250626],1.9999931,[-4.29736209  2.67301085]
[-4.29736209  2.67301085],1.9769645,[-4.11456786  3.65588463]
[-4.11456786  3.65588463],1.792583,[-3.88733311  4.54469504]
[-3.88733311  4.54469504],1.4275942,[-3.62394705  5.26772111]
[-3.62394705  5.26772111],1.7411053,[-3.33010772  5.87678658]
[-3.33010772  5.87678658],1.9079432,[-3.0149313   6.30352842]
[-3.0149313   6.30352842],1.887552,[-2.69033535  6.49191901]
[-2.69033535  6.49191901],1.7065167,[-2.36929417  6.42082353]
[-2.36929417  6.42082353],1.5605786,[-2.06271554  6.13157269]
[-2.06271554  6.13157269],1.814487,[-1.7755818   5.74267474]
[-1.7755818   5.74267474],1.7956562,[-1.51169707  5.2776947 ]
[-1.51169707  5.2776947 ],1.269764,[-1.27572363  4.71946868]
[-1.27572363  4.71946868],-0.2357639,[-1.07739772  3.96651834]
[-1.07739772  3.96651834],0.15630198,[-0.91092685  3.32941741]
[-0.91092685  3.32941741],0.08641338,[-0.77343558  2.74982524]
[-0.77343558  2.74982524],0.24240065,[-0.66032373  2.26223716]
[-0.66032373  2.26223716],0.21340013,[-0.56861284  1.83421775]
[-0.56861284  1.83421775],0.35263014,[-0.49444961  1.48326452]
[-0.49444961  1.48326452],0.49850082,[-0.43434315  1.2021292 ]
[-0.43434315  1.2021292 ],0.7870977,[-0.38411401  1.00458288]
[-0.38411401  1.00458288],0.8800185,[-0.3413374   0.85553226]
[-0.3413374   0.85553226],0.8926959,[-0.3044186   0.73837592]
[-0.3044186   0.73837592],0.9283924,[-0.27177706  0.65283086]
[-0.27177706  0.65283086],0.93248844,[-0.24220849  0.59137136]
[-0.24220849  0.59137136],0.9727473,[-0.21433859  0.55739803]
[-0.21433859  0.55739803],0.91595054,[-0.18757535  0.53526472]
[-0.18757535  0.53526472],0.7896576,[-0.16188258  0.51385536]
[-0.16188258  0.51385536],0.4073186,[-0.13917904  0.45407081]
[-0.13917904  0.45407081],0.48012567,[-0.11807694  0.42204205]
[-0.11807694  0.42204205],0.09729266,[-0.10066275  0.34828388]
[-0.10066275  0.34828388],0.539279,[-0.08297244  0.3538061 ]
[-0.08297244  0.3538061 ],-0.42324042,[-0.07156434  0.22816209]
[-0.07156434  0.22816209],0.93246365,[-0.05584413  0.31440418]
[-0.05584413  0.31440418],-1.1580083,[-0.05090205  0.0988416 ]
[-0.05090205  0.0988416 ],1.378825,[-0.03752678  0.26750529]
[-0.03752678  0.26750529],-1.3569437,[-0.03573552  0.03582525]
[-0.03573552  0.03582525],1.3210468,[-0.0253762   0.20718634]
[-0.0253762   0.20718634],-1.2334965,[-0.02521962  0.00313175]
[-0.02521962  0.00313175],1.1780534,[-0.01717326  0.16092705]
[-0.01717326  0.16092705],-1.1005061,[-0.01802467 -0.01702817]
[-0.01802467 -0.01702817],1.0389824,[-0.0117596   0.12530141]
[-0.0117596   0.12530141],-0.9607315,[-0.01314099 -0.02762781]
[-0.01314099 -0.02762781],0.90450907,[-0.00823134  0.09819309]
[-0.00823134  0.09819309],-0.84642434,[-0.00997854 -0.03494399]
[-0.00997854 -0.03494399],0.8159008,[-0.00598067  0.07995735]
[-0.00598067  0.07995735],-0.76756334,[-0.0079638  -0.03966263]
[-0.0079638  -0.03966263],0.7574003,[-0.00456507  0.06797462]
[-0.00456507  0.06797462],-0.7112098,[-0.0066716  -0.04213063]
[-0.0066716  -0.04213063],0.71340346,[-0.00367779  0.05987622]
[-0.00367779  0.05987622],-0.66853523,[-0.00583591 -0.0431624 ]
[-0.00583591 -0.0431624 ],0.6787176,[-0.00312249  0.05426834]
[-0.00312249  0.05426834],-0.6352732,[-0.00529072 -0.04336451]
[-0.00529072 -0.04336451],0.65093875,[-0.0027753   0.05030828]
[-0.0027753   0.05030828],-0.60901594,[-0.00493158 -0.04312559]
[-0.00493158 -0.04312559],0.6285832,[-0.00255842  0.04746322]
[-0.00255842  0.04746322],-0.5881617,[-0.00469242 -0.04267985]
[-0.00469242 -0.04267985],0.6105733,[-0.00242307  0.04538684]
[-0.00242307  0.04538684],-0.5715461,[-0.00453119 -0.04216237]
[-0.00453119 -0.04216237],0.5960684,[-0.00233872  0.0438495 ]
[-0.00233872  0.0438495 ],-0.5582807,[-0.00442105 -0.04164664]
[-0.00442105 -0.04164664],0.5843668,[-0.00228642  0.0426926 ]
[-0.00228642  0.0426926 ],-0.54775286,[-0.00434568 -0.04118514]
[-0.00434568 -0.04118514],0.5750706,[-0.00225487  0.0418162 ]
[-0.00225487  0.0418162 ],-0.53937244,[-0.00429391 -0.04078081]
