State,Action,NextState
[6.25994103 0.19586678],-1.2051177,[ 6.25982441e+00 -2.33251477e-03]
[ 6.25982441e+00 -2.33251477e-03],1.1465082,[6.26743064 0.15212464]
[6.26743064 0.15212464],-1.0689726,[ 6.2664288  -0.02003676]
[ 6.2664288  -0.02003676],1.0074251,[6.27235431 0.11851021]
[6.27235431 0.11851021],-0.9328973,[ 6.27087694 -0.02954748]
[ 6.27087694 -0.02954748],0.8815384,[6.27554955 0.09345224]
[6.27554955 0.09345224],-0.8266599,[ 6.27373587 -0.03627351]
[ 6.27373587 -0.03627351],0.80157256,[6.27757964 0.0768754 ]
[6.27757964 0.0768754 ],-0.7537825,[ 6.27555983 -0.0403962 ]
[ 6.27555983 -0.0403962 ],0.7468362,[6.27885534 0.06591018]
[6.27885534 0.06591018],-0.7008854,[ 6.27673184 -0.0424701 ]
[ 6.27673184 -0.0424701 ],0.7051108,[6.27965466 0.05845646]
[6.27965466 0.05845646],-0.66051507,[ 6.27749122 -0.04326878]
[ 6.27749122 -0.04326878],0.67207456,[6.28015482 0.05327186]
[6.28015482 0.05327186],-0.6289482,[ 6.27798765 -0.04334324]
[ 6.27798765 -0.04334324],0.6455865,[6.28046748 0.04959651]
[6.28046748 0.04959651],-0.60399365,[ 6.27831543 -0.0430409 ]
[ 6.27831543 -0.0430409 ],0.62426543,[6.28066276 0.04694652]
[6.28066276 0.04694652],-0.5841601,[ 6.27853429 -0.0425694 ]
[ 6.27853429 -0.0425694 ],0.6070914,[6.28078459 0.04500606]
[6.28078459 0.04500606],-0.5683496,[ 6.27868225 -0.04204691]
[ 6.27868225 -0.04204691],0.5932629,[6.28086051 0.04356524]
[6.28086051 0.04356524],-0.5557265,[ 6.27878364 -0.04153733]
[ 6.27878364 -0.04153733],0.58208084,[6.28090732 0.04247355]
[6.28090732 0.04247355],-0.5456921,[ 6.27885288 -0.04108875]
[ 6.27885288 -0.04108875],0.5732665,[6.28093548 0.04165192]
[6.28093548 0.04165192],-0.5377488,[ 6.27890059 -0.04069777]
[ 6.27890059 -0.04069777],0.5662856,[6.28095217 0.04103154]
[6.28095217 0.04103154],-0.53147507,[ 6.27893394 -0.04036457]
[ 6.27893394 -0.04036457],0.5607407,[6.28096184 0.04055802]
[6.28096184 0.04055802],-0.5265019,[ 6.2789576  -0.04008486]
[ 6.2789576  -0.04008486],0.5563266,[6.28096726 0.04019336]
[1.2531908  0.72302707],1.4273643,[1.33567186 1.64962116]
[1.33567186 1.64962116],1.3978074,[1.46510467 2.58865628]
[1.46510467 2.58865628],1.3857858,[1.64222162 3.54233903]
[1.64222162 3.54233903],1.5999525,[1.8687426  4.53041962]
[1.8687426  4.53041962],1.4138627,[2.14171536 5.45945507]
[2.14171536 5.45945507],0.89237547,[2.4529336 6.2243649]
[2.4529336 6.2243649],0.5953393,[2.79244823 6.7902926 ]
[2.79244823 6.7902926 ],0.37532353,[3.14760631 7.10316162]
[3.14760631 7.10316162],0.73188186,[3.508028   7.20843368]
[3.508028   7.20843368],-0.06521869,[3.85452467 6.92993359]
[3.85452467 6.92993359],-0.6330503,[4.17174643 6.34443517]
[4.17174643 6.34443517],1.4584677,[4.46775502 5.92017172]
[4.46775502 5.92017172],1.6183434,[4.7395177  5.43525369]
[4.7395177  5.43525369],0.9528966,[4.98094091 4.82846415]
[4.98094091 4.82846415],-0.33561373,[5.18369116 4.05500499]
[5.18369116 4.05500499],0.102408886,[5.35379781 3.40213298]
[5.35379781 3.40213298],0.09168315,[5.49454507 2.81494524]
[5.49454507 2.81494524],0.2269001,[5.61039175 2.31693359]
[5.61039175 2.31693359],0.20876288,[5.70443516 1.88086811]
[5.70443516 1.88086811],0.36472774,[5.78070234 1.52534373]
[5.78070234 1.52534373],0.45605946,[5.84232986 1.23255035]
[5.84232986 1.23255035],0.7514243,[5.89359131 1.02522903]
[5.89359131 1.02522903],0.8773818,[5.93719014 0.87197665]
[5.93719014 0.87197665],0.8867965,[5.97472246 0.75064635]
[5.97472246 0.75064635],0.9248278,[6.0078062  0.66167473]
[6.0078062  0.66167473],0.92936206,[6.03766346 0.5971452 ]
[6.03766346 0.5971452 ],0.9719534,[6.06569552 0.56064129]
[6.06569552 0.56064129],0.92594194,[6.09258043 0.53769816]
[6.09258043 0.53769816],0.80842257,[6.11842402 0.5168719 ]
[6.11842402 0.5168719 ],0.45158553,[6.14150388 0.46159709]
[6.14150388 0.46159709],0.4609263,[6.16274538 0.42483012]
[6.16274538 0.42483012],0.1553638,[6.18064653 0.35802297]
[6.18064653 0.35802297],0.46524978,[6.19819859 0.35104105]
[6.19819859 0.35104105],-0.26318455,[6.21059359 0.24790003]
[6.21059359 0.24790003],0.73641324,[6.22579189 0.30396603]
[6.22579189 0.30396603],-0.9600985,[6.23163838 0.11692982]
[6.23163838 0.11692982],1.2778134,[6.24513632 0.26995875]
[6.24513632 0.26995875],-1.3613683,[6.2469975  0.03722365]
[6.2469975  0.03722365],1.3264632,[6.25745041 0.2090582 ]
[6.25745041 0.2090582 ],-1.2379204,[6.25765397e+00 4.07110089e-03]
[6.25765397e+00 4.07110089e-03],1.182904,[6.26577198 0.16236028]
[6.26577198 0.16236028],-1.1052431,[ 6.2649477  -0.01648552]
[ 6.2649477  -0.01648552],1.043891,[6.27126874 0.12642067]
[6.27126874 0.12642067],-0.9652147,[ 6.2699038  -0.02729875]
[ 6.2699038  -0.02729875],0.908309,[6.27485314 0.09898676]
[6.27485314 0.09898676],-0.849656,[ 6.2731176 -0.0347107]
[ 6.2731176 -0.0347107],0.8182163,[6.27714116 0.0804711 ]
[6.27714116 0.0804711 ],-0.76980114,[ 6.27516455 -0.03953216]
[ 6.27516455 -0.03953216],0.7591047,[6.27858045 0.06831805]
[6.27858045 0.06831805],-0.7128861,[ 6.27647703 -0.04206849]
[ 6.27647703 -0.04206849],0.7147441,[6.27948262 0.06011195]
[6.27948262 0.06011195],-0.6698383,[ 6.27732558 -0.04314081]
[ 6.27732558 -0.04314081],0.67979264,[6.28004725 0.05443332]
[6.28004725 0.05443332],-0.6363008,[ 6.27787898 -0.04336534]
[ 6.27787898 -0.04336534],0.65180635,[6.28040028 0.05042589]
[6.28040028 0.05042589],-0.6098325,[ 6.27824339 -0.04313776]
[ 6.27824339 -0.04313776],0.62928414,[6.28062081 0.04754844]
[6.28062081 0.04754844],-0.5888126,[ 6.27848597 -0.04269681]
[ 6.27848597 -0.04269681],0.61113834,[6.28075844 0.04544945]
[6.28075844 0.04544945],-0.5720649,[ 6.27864942 -0.04218043]
[ 6.27864942 -0.04218043],0.59652376,[6.28084423 0.04389623]
[6.28084423 0.04389623],-0.55869746,[ 6.27876102 -0.04166419]
[ 6.27876102 -0.04166419],0.5847404,[6.28089746 0.04272867]
[6.28089746 0.04272867],-0.54809,[ 6.27883742 -0.04120071]
[ 6.27883742 -0.04120071],0.57536554,[6.28092958 0.04184322]
[6.28092958 0.04184322],-0.5396378,[ 6.27888987 -0.04079425]
[ 6.27888987 -0.04079425],0.5679498,[6.2809487  0.04117665]
[6.2809487  0.04117665],-0.5329689,[ 6.2789264  -0.04044613]
[ 6.2789264  -0.04044613],0.56206346,[6.28095986 0.04066922]
[6.28095986 0.04066922],-0.5276867,[ 6.27895221 -0.04015288]
[ 6.27895221 -0.04015288],0.55737925,[6.28096617 0.0402792 ]
[0.65285272 0.80478225],-1.1376789,[0.7073388  1.08972163]
[0.7073388  1.08972163],-0.20876884,[0.78462712 1.54576629]
[0.78462712 1.54576629],0.16667438,[0.88966154 2.10068846]
[0.88966154 2.10068846],0.8752141,[1.03039227 2.81461458]
[1.03039227 2.81461458],1.2125893,[1.2123737  3.63962863]
[1.2123737  3.63962863],1.5545409,[1.44113111 4.57514825]
[1.44113111 4.57514825],1.601769,[1.71908699 5.55911753]
[1.71908699 5.55911753],1.522332,[2.0455488  6.52923612]
[2.0455488  6.52923612],1.4783356,[2.41645084 7.41804089]
[2.41645084 7.41804089],1.0694451,[2.81645084 8.        ]
[2.81645084 8.        ],-0.82443273,[3.21645084 8.        ]
[3.21645084 8.        ],-1.5363117,[3.60212394 7.71346202]
[3.60212394 7.71346202],-1.6746333,[3.95857139 7.12894895]
[3.95857139 7.12894895],-1.5136019,[4.27632627 6.35509767]
[4.27632627 6.35509767],1.0284021,[4.56780336 5.82954171]
[4.56780336 5.82954171],1.1948266,[4.83113293 5.26659143]
[4.83113293 5.26659143],0.19241738,[5.0586697  4.55073538]
[5.0586697  4.55073538],-0.3288561,[5.24846599 3.7959258 ]
[5.24846599 3.7959258 ],0.24525881,[5.40786226 3.18792535]
[5.40786226 3.18792535],0.078323364,[5.5390553  2.62386095]
[5.5390553  2.62386095],0.26905298,[5.6468663  2.15621988]
[5.6468663  2.15621988],0.23240757,[5.73413639 1.74540184]
[5.73413639 1.74540184],0.33093333,[5.80431813 1.40363472]
[5.80431813 1.40363472],0.5912316,[5.86165507 1.1467389 ]
[5.86165507 1.1467389 ],0.84094477,[5.90995571 0.9660127 ]
[5.90995571 0.9660127 ],0.8824291,[5.95120114 0.82490863]
[5.95120114 0.82490863],0.8977816,[5.98695795 0.71513625]
[5.98695795 0.71513625],0.92986417,[6.01874197 0.63568039]
[6.01874197 0.63568039],0.9479072,[6.04783384 0.58183748]
[6.04783384 0.58183748],0.96362114,[6.07540845 0.55149207]
[6.07540845 0.55149207],0.890723,[6.10192778 0.5303867 ]
[6.10192778 0.5303867 ],0.720896,[6.12709384 0.50332112]
[6.12709384 0.50332112],0.37022185,[6.14920687 0.4422606 ]
[6.14920687 0.4422606 ],0.45897818,[6.16975306 0.41092385]
[6.16975306 0.41092385],0.07577157,[6.18662295 0.33739772]
[6.18662295 0.33739772],0.5397582,[6.20392555 0.34605218]
[6.20392555 0.34605218],-0.4803648,[6.2146563  0.21461486]
[6.2146563  0.21461486],0.9690714,[6.23008725 0.30861903]
[6.23008725 0.30861903],-1.2024136,[6.23450986 0.08845217]
[6.23450986 0.08845217],1.3810492,[6.24746573 0.25911737]
[6.24746573 0.25911737],-1.3422418,[6.24901558 0.03099711]
[6.24901558 0.03099711],1.3019433,[6.2590489 0.2006663]
[6.2590489 0.2006663],-1.2177131,[ 6.25904434e+00 -9.12176350e-05]
[ 6.25904434e+00 -9.12176350e-05],1.160342,[6.26683714 0.15585611]
[6.26683714 0.15585611],-1.0825727,[ 6.26589762 -0.01879037]
[ 6.26589762 -0.01879037],1.0208466,[6.2719662 0.1213715]
[6.2719662 0.1213715],-0.9446082,[ 6.2705295  -0.02873389]
[ 6.2705295  -0.02873389],0.8910394,[6.27530102 0.09543042]
[6.27530102 0.09543042],-0.8349308,[ 6.27351491 -0.03572235]
[ 6.27351491 -0.03572235],0.8076079,[6.27742321 0.07816615]
[6.27742321 0.07816615],-0.75959754,[ 6.27541846 -0.04009503]
[ 6.27541846 -0.04009503],0.75130963,[6.27875728 0.06677634]
[6.27875728 0.06677634],-0.70525396,[ 6.27664064 -0.04233276]
[ 6.27664064 -0.04233276],0.70862865,[6.27959329 0.05905307]
[6.27959329 0.05905307],-0.66391444,[ 6.27743189 -0.0432281 ]
[ 6.27743189 -0.0432281 ],0.67489505,[6.28011645 0.05369112]
[6.28011645 0.05369112],-0.6316304,[ 6.27794869 -0.04335509]
[ 6.27794869 -0.04335509],0.6478591,[6.28044351 0.04989633]
[6.28044351 0.04989633],-0.60612416,[ 6.27828958 -0.04307864]
[ 6.27828958 -0.04307864],0.6260989,[6.2806478  0.04716441]
[6.2806478  0.04716441],-0.58585715,[ 6.27851693 -0.0426173 ]
[ 6.27851693 -0.0426173 ],0.60856867,[6.28077527 0.04516674]
[6.28077527 0.04516674],-0.56970465,[ 6.27867044 -0.04209649]
[ 6.27867044 -0.04209649],0.5944524,[6.28085471 0.04368523]
[6.28085471 0.04368523],-0.5568088,[ 6.2787755  -0.04158404]
[ 6.2787755  -0.04158404],0.5830493,[6.2809038  0.04256601]
[6.2809038  0.04256601],-0.54656446,[ 6.27884731 -0.04112979]
[ 6.27884731 -0.04112979],0.57403135,[6.28093339 0.04172143]
[6.28093339 0.04172143],-0.53843796,[ 6.27889673 -0.0407332 ]
[ 6.27889673 -0.0407332 ],0.5668924,[6.28095094 0.04108423]
[6.28095094 0.04108423],-0.5320189,[ 6.27893122 -0.04039438]
[ 6.27893122 -0.04039438],0.5612221,[6.28096114 0.04059838]
[6.28096114 0.04059838],-0.52693343,[ 6.27895565 -0.04010976]
[ 6.27895565 -0.04010976],0.5567105,[6.28096688 0.04022457]
[-0.84838693  0.57593473],1.9579353,[-0.83303873  0.30696391]
[-0.83303873  0.30696391],1.9823611,[-0.83057203  0.04933402]
[-0.83057203  0.04933402],1.98908,[-0.84087413 -0.20604196]
[-0.84087413 -0.20604196],1.9870672,[-0.86421921 -0.46690159]
[-0.86421921 -0.46690159],1.9570358,[-0.90140859 -0.74378766]
[-0.90140859 -0.74378766],1.8155651,[-0.9543888  -1.05960419]
[-0.9543888  -1.05960419],1.1023626,[-1.02969981 -1.50622021]
[-1.02969981 -1.50622021],-0.8486041,[-1.14351827 -2.27636913]
[-1.14351827 -2.27636913],-1.2562549,[-1.30088728 -3.14738018]
[-1.30088728 -3.14738018],-0.26138985,[-1.49635903 -3.90943502]
[-1.49635903 -3.90943502],0.75316,[-1.72357824 -4.54438414]
[-1.72357824 -4.54438414],0.60196185,[-1.98334591 -5.19535351]
[-1.98334591 -5.19535351],-0.31235552,[-2.27981006 -5.929283  ]
[-2.27981006 -5.929283  ],-0.94314384,[-2.61181046 -6.64000787]
[-2.61181046 -6.64000787],-1.2088889,[-2.97182797 -7.20035026]
[-2.97182797 -7.20035026],-1.6187458,[-3.35032172 -7.56987494]
[-3.35032172 -7.56987494],-1.4725754,[-3.73208915 -7.63534872]
[-3.73208915 -7.63534872],1.4587383,[-4.08203704 -6.99895783]
[-4.08203704 -6.99895783],1.6603618,[-4.38923897 -6.14403848]
[-4.38923897 -6.14403848],-0.31716633,[-4.66326065 -5.48043356]
[-4.66326065 -5.48043356],-1.0077597,[-4.90738577 -4.88250243]
[-4.90738577 -4.88250243],-1.4553776,[-5.12563691 -4.36502285]
[-5.12563691 -4.36502285],-1.047826,[-5.31740345 -3.83533076]
[-5.31740345 -3.83533076],-0.12686741,[-5.47927797 -3.23749047]
[-5.47927797 -3.23749047],0.08424115,[-5.61351795 -2.68479964]
[-5.61351795 -2.68479964],0.2038207,[-5.72295208 -2.18868262]
[-5.72295208 -2.18868262],0.17673707,[-5.8111338  -1.76363423]
[-5.8111338  -1.76363423],0.031184196,[-5.88202984 -1.4179208 ]
[-5.88202984 -1.4179208 ],-0.07535887,[-5.93884798 -1.13636288]
[-5.93884798 -1.13636288],-0.54103386,[-5.98706489 -0.96433822]
[-5.98706489 -0.96433822],-0.6046281,[-6.02887357 -0.83617367]
[-6.02887357 -0.83617367],-0.66730094,[-6.06625279 -0.74758431]
[-6.06625279 -0.74758431],-0.42181313,[-6.09872429 -0.64942999]
[-6.09872429 -0.64942999],-0.45755506,[-6.12774932 -0.58050071]
[-6.12774932 -0.58050071],-0.21401191,[-6.15257404 -0.49649436]
[-6.15257404 -0.49649436],-0.3442285,[-6.17509647 -0.45044847]
[-6.17509647 -0.45044847],-0.016808152,[-6.19369951 -0.37206082]
[-6.19369951 -0.37206082],-0.26151395,[-6.21091266 -0.3442631 ]
[-6.21091266 -0.3442631 ],0.16184402,[-6.22420412 -0.26582919]
[-6.22420412 -0.26582919],-0.29115272,[-6.23746871 -0.26529185]
[-6.23746871 -0.26529185],0.34458447,[-6.24643515 -0.17932868]
[-6.24643515 -0.17932868],-0.30113542,[-6.25628228 -0.19694258]
[-6.25628228 -0.19694258],0.513294,[-6.26127096 -0.09977364]
[-6.26127096 -0.09977364],-0.33583927,[-6.26795671 -0.13371509]
[-6.26795671 -0.13371509],0.4493432,[-6.27070134 -0.0548926 ]
[-6.27070134 -0.0548926 ],-0.28365135,[-6.27510522 -0.08807758]
[-6.27510522 -0.08807758],0.3686707,[-6.27644107 -0.02671698]
[-6.27644107 -0.02671698],-0.2674545,[-6.27952992 -0.06177701]
[-6.27952992 -0.06177701],0.33605862,[-6.27996126 -0.00862669]
[-6.27996126 -0.00862669],-0.27091455,[-6.28230355 -0.04684584]
[-6.28230355 -0.04684584],0.33247733,[-6.28211920e+00  3.68707943e-03]
[-6.28211920e+00  3.68707943e-03],-0.28772068,[-6.28405277 -0.03867144]
[-6.28405277 -0.03867144],0.34323096,[-6.28344464  0.01216261]
[-6.28344464  0.01216261],-0.30895376,[-6.28516338 -0.03437495]
[-6.28516338 -0.03437495],0.36034608,[-6.28425371  0.0181934 ]
[-6.28425371  0.0181934 ],-0.332124,[-6.28587504 -0.0324265 ]
[-6.28587504 -0.0324265 ],0.38051248,[-6.28474338  0.02263308]
[-6.28474338  0.02263308],-0.35550797,[-6.28633647 -0.03186168]
[-1.35516146 -0.32995631],1.8344479,[-1.39453244 -0.78741969]
[-1.39453244 -0.78741969],0.8791082,[-1.46422908 -1.39393274]
[-1.46422908 -1.39393274],-1.303648,[-1.58099034 -2.33522525]
[-1.58099034 -2.33522525],-1.4875736,[-1.74640646 -3.30832232]
[-1.74640646 -3.30832232],-0.69120073,[-1.95392983 -4.15046753]
[-1.95392983 -4.15046753],-0.12645328,[-2.19718278 -4.86505887]
[-2.19718278 -4.86505887],-0.67038894,[-2.4758443  -5.57323056]
[-2.4758443  -5.57323056],-1.1120378,[-2.78600791 -6.20327211]
[-2.78600791 -6.20327211],-1.2992326,[-3.11897096 -6.65926094]
[-3.11897096 -6.65926094],-1.7508261,[-3.46591344 -6.93884968]
[-3.46591344 -6.93884968],-1.4978307,[-3.81213972 -6.92452551]
[-3.81213972 -6.92452551],0.48454213,[-4.13142887 -6.38578317]
[-4.13142887 -6.38578317],-0.58674264,[-4.423771   -5.84684248]
[-4.423771   -5.84684248],-1.1816772,[-4.68902677 -5.30511545]
[-4.68902677 -5.30511545],-1.4282619,[-4.92750474 -4.7695594 ]
[-4.92750474 -4.7695594 ],-1.6161395,[-5.14146807 -4.27926656]
[-5.14146807 -4.27926656],-1.1952856,[-5.33029544 -3.77654744]
[-5.33029544 -3.77654744],-0.19826424,[-5.4900438  -3.19496726]
[-5.4900438  -3.19496726],0.099270344,[-5.62232661 -2.64565604]
[-5.62232661 -2.64565604],0.20467114,[-5.73005706 -2.15460912]
[-5.73005706 -2.15460912],0.17319822,[-5.81678785 -1.73461571]
[-5.81678785 -1.73461571],0.007408142,[-5.88660039 -1.39625091]
[-5.88660039 -1.39625091],-0.0735178,[-5.94247918 -1.11757565]
[-5.94247918 -1.11757565],-0.59784913,[-5.9903111  -0.95663848]
[-5.9903111  -0.95663848],-0.58529615,[-6.0317063  -0.82790398]
[-6.0317063  -0.82790398],-0.66788197,[-6.06877923 -0.74145873]
[-6.06877923 -0.74145873],-0.40562773,[-6.10091561 -0.64272754]
[-6.10091561 -0.64272754],-0.4605472,[-6.12970876 -0.57586302]
[-6.12970876 -0.57586302],-0.19728708,[-6.15424876 -0.49080003]
[-6.15424876 -0.49080003],-0.35201013,[-6.17660711 -0.44716686]
[-6.17660711 -0.44716686],0.0044648647,[-6.19494284 -0.36671473]
[-6.19494284 -0.36671473],-0.27945364,[-6.21206968 -0.34253678]
[-6.21206968 -0.34253678],0.19148684,[-6.22509578 -0.26052198]
[-6.22509578 -0.26052198],-0.3209225,[-6.23835167 -0.26511771]
[-6.23835167 -0.26511771],0.38483286,[-6.24704061 -0.17377882]
[-6.24704061 -0.17377882],-0.3359146,[-6.25689378 -0.19706339]
[-6.25689378 -0.19706339],0.5490291,[-6.26164341 -0.09499264]
[-6.26164341 -0.09499264],-0.36777163,[-6.26834357 -0.13400321]
[-6.26834357 -0.13400321],0.4746821,[-6.27092707 -0.05167001]
[-6.27092707 -0.05167001],-0.30748987,[-6.27535707 -0.08860004]
[-6.27535707 -0.08860004],0.38936615,[-6.27657327 -0.024324  ]
[-6.27657327 -0.024324  ],-0.28824008,[-6.27970332 -0.06260102]
[-6.27970332 -0.06260102],0.3557179,[-6.28003492 -0.00663186]
[-6.28003492 -0.00663186],-0.2904582,[-6.28242681 -0.0478378 ]
[-6.28242681 -0.0478378 ],0.35131884,[-6.28215536e+00  5.42890286e-03]
[-6.28215536e+00  5.42890286e-03],-0.30645585,[-6.28414371 -0.03976702]
[-6.28414371 -0.03976702],0.36129618,[-6.28345828  0.01370861]
[-6.28345828  0.01370861],-0.32664645,[-6.28523294 -0.03549309]
[-6.28523294 -0.03549309],0.3773365,[-6.28425435  0.01957166]
[-6.28425435  0.01957166],-0.3485335,[-6.28592986 -0.03351015]
[-6.28592986 -0.03351015],0.39616656,[-6.28473704  0.02385642]
[-6.28473704  0.02385642],-0.37042928,[-6.28638063 -0.03287177]
[-1.38572904 -0.00607038],1.91278,[-1.40854635 -0.45634627]
[-1.40854635 -0.45634627],1.6239672,[-1.4561914  -0.95290094]
[-1.4561914  -0.95290094],-0.17206061,[-1.5423809  -1.72379006]
[-1.5423809  -1.72379006],-1.7102168,[-1.67888189 -2.73001981]
[-1.67888189 -2.73001981],-1.2709023,[-1.86219582 -3.66627848]
[-1.86219582 -3.66627848],-0.33228278,[-2.08392096 -4.43450296]
[-2.08392096 -4.43450296],-0.5538199,[-2.34247032 -5.1709871 ]
[-2.34247032 -5.1709871 ],-0.95915365,[-2.63509124 -5.8524184 ]
[-2.63509124 -5.8524184 ],-1.2149143,[-2.95501605 -6.39849622]
[-2.95501605 -6.39849622],-1.6606505,[-3.29435184 -6.7867158 ]
[-3.29435184 -6.7867158 ],-1.7034321,[-3.64075715 -6.92810629]
[-3.64075715 -6.92810629],-0.650777,[-3.97409234 -6.66670372]
[-3.97409234 -6.66670372],0.35984516,[-4.27699308 -6.05801492]
[-4.27699308 -6.05801492],-1.2051643,[-4.5549312  -5.55876221]
[-4.5549312  -5.55876221],-1.2726018,[-4.80537773 -5.00893065]
[-4.80537773 -5.00893065],-1.6511244,[-5.03086971 -4.50983956]
[-5.03086971 -4.50983956],-1.5918152,[-5.23268609 -4.03632767]
[-5.23268609 -4.03632767],-0.8050201,[-5.40800244 -3.50632705]
[-5.40800244 -3.50632705],-0.032975197,[-5.55477883 -2.9355278 ]
[-5.55477883 -2.9355278 ],0.18270302,[-5.6752219  -2.40886134]
[-5.6752219  -2.40886134],0.20020032,[-5.77274358 -1.95043356]
[-5.77274358 -1.95043356],0.12982988,[-5.85097043 -1.56453704]
[-5.85097043 -1.56453704],-0.07784736,[-5.91407302 -1.26205187]
[-5.91407302 -1.26205187],-0.19846404,[-5.96513456 -1.02123074]
[-5.96513456 -1.02123074],-0.76305175,[-6.01019215 -0.90115176]
[-6.01019215 -0.90115176],-0.55479133,[-6.04930011 -0.78215924]
[-6.04930011 -0.78215924],-0.60321546,[-6.08424124 -0.69882254]
[-6.08424124 -0.69882254],-0.3735106,[-6.11457241 -0.60662338]
[-6.11457241 -0.60662338],-0.39626336,[-6.14158248 -0.54020157]
[-6.14158248 -0.54020157],-0.2002114,[-6.16480177 -0.46438573]
[-6.16480177 -0.46438573],-0.26891947,[-6.18560893 -0.41614324]
[-6.18560893 -0.41614324],-0.021092534,[-6.20292098 -0.34624091]
[-6.20292098 -0.34624091],-0.20068908,[-6.21873151 -0.31621064]
[-6.21873151 -0.31621064],0.1490004,[-6.23100919 -0.24555369]
[-6.23100919 -0.24555369],-0.23932862,[-6.24312613 -0.24233865]
[-6.24312613 -0.24233865],0.3610432,[-6.25103342 -0.15814582]
[-6.25103342 -0.15814582],-0.287174,[-6.25988903 -0.17711216]
[-6.25988903 -0.17711216],0.4767232,[-6.26429568 -0.08813305]
[-6.26429568 -0.08813305],-0.2874291,[-6.27014973 -0.11708103]
[-6.27014973 -0.11708103],0.3961718,[-6.27254367 -0.04787886]
[-6.27254367 -0.04787886],-0.2538371,[-6.27644234 -0.07797335]
[-6.27644234 -0.07797335],0.33491182,[-6.27757631 -0.02267939]
[-6.27757631 -0.02267939],-0.24687278,[-6.28035149 -0.05550358]
[-6.28035149 -0.05550358],0.31410527,[-6.28066461e+00 -6.26242557e-03]
[-6.28066461e+00 -6.26242557e-03],-0.25649238,[-6.2828069  -0.04284576]
[-6.2828069  -0.04284576],0.31651163,[-6.28256116e+00  4.91479092e-03]
[-6.28256116e+00  4.91479092e-03],-0.27556598,[-6.28435876 -0.03595199]
[-6.28435876 -0.03595199],0.3302288,[-6.28372365  0.01270224]
[-6.28372365  0.01270224],-0.2984761,[-6.28534729 -0.03247293]
[-6.28534729 -0.03247293],0.34947872,[-6.28443092  0.01832739]
[-6.28443092  0.01832739],-0.32299697,[-6.28598374 -0.03105637]
[-6.28598374 -0.03105637],0.37129736,[-6.28485677  0.02253941]
[-6.28485677  0.02253941],-0.34755516,[-6.28639914 -0.03084746]
[1.94534293 0.6418498 ],2.0,[2.02733567 1.639855  ]
[2.02733567 1.639855  ],2.0,[2.15798781 2.61304261]
[2.15798781 2.61304261],2.0,[2.33485868 3.53741757]
[2.33485868 3.53741757],1.9864116,[2.55370383 4.37690285]
[2.55370383 4.37690285],1.9178214,[2.80773034 5.08053021]
[2.80773034 5.08053021],1.9141922,[3.08840183 5.61342992]
[3.08840183 5.61342992],1.9626598,[3.38578699 5.94770321]
[3.38578699 5.94770321],1.9670484,[3.68885847 6.06142948]
[3.68885847 6.06142948],1.9256907,[3.98685933 5.96001734]
[3.98685933 5.96001734],1.9619117,[4.27151899 5.69319303]
[4.27151899 5.69319303],1.9811735,[4.53712316 5.31208349]
[4.53712316 5.31208349],1.977704,[4.78063461 4.87022893]
[4.78063461 4.87022893],1.9218743,[5.0011474  4.41025594]
[5.0011474  4.41025594],1.5932488,[5.19766214 3.93029464]
[5.19766214 3.93029464],0.68368673,[5.36613398 3.36943698]
[5.36613398 3.36943698],-0.04047203,[5.50453435 2.76800733]
[5.50453435 2.76800733],0.27032804,[5.61862519 2.28181674]
[5.61862519 2.28181674],0.20467234,[5.71112433 1.8499829 ]
[5.71112433 1.8499829 ],0.35733438,[5.78600226 1.49755852]
[5.78600226 1.49755852],0.48365426,[5.84662191 1.21239301]
[5.84662191 1.21239301],0.77523327,[5.89719977 1.01155724]
[5.89719977 1.01155724],0.87918186,[5.94025378 0.86108026]
[5.94025378 0.86108026],0.8909738,[5.97738075 0.74253931]
[5.97738075 0.74253931],0.9273951,[6.01017341 0.6558532 ]
[6.01017341 0.6558532 ],0.9313655,[6.03984007 0.59333327]
[6.03984007 0.59333327],0.9725609,[6.06776529 0.55850442]
[6.06776529 0.55850442],0.91941905,[6.09457024 0.53609896]
[6.09457024 0.53609896],0.7961223,[6.12031491 0.51489328]
[6.12031491 0.51489328],0.42252326,[6.14314782 0.45665831]
[6.14314782 0.45665831],0.47348285,[6.1642976  0.42299556]
[6.1642976  0.42299556],0.11728716,[6.18187924 0.35163276]
[6.18187924 0.35163276],0.51391554,[6.19952276 0.35287043]
[6.19952276 0.35287043],-0.36895144,[6.21126546 0.23485398]
[6.21126546 0.23485398],0.8714018,[6.226849   0.31167085]
[6.226849   0.31167085],-1.1059716,[6.23202626 0.10354523]
[6.23202626 0.10354523],1.356987,[6.2454633  0.26874073]
[6.2454633  0.26874073],-1.3614312,[6.24727536 0.03624125]
[6.24727536 0.03624125],1.3239903,[6.25767102 0.20791313]
[6.25767102 0.20791313],-1.2352445,[6.25784566e+00 3.49281342e-03]
[6.25784566e+00 3.49281342e-03],1.1799302,[6.26591964 0.16147964]
[6.26591964 0.16147964],-1.1023417,[ 6.26507863 -0.01682021]
[ 6.26507863 -0.01682021],1.0408833,[6.27136528 0.12573302]
[6.27136528 0.12573302],-0.96246696,[ 6.26999019 -0.02750184]
[ 6.26999019 -0.02750184],0.90598106,[6.27491515 0.09849927]
