State,Action,NextState
[ 0.9814816  -0.19155625  0.5394228 ],[0.8216026],[ 0.9861215  -0.16602536  0.518996  ]
[ 0.9861215  -0.16602536  0.518996  ],[0.48274732],[ 0.9897282  -0.14296174  0.46688908]
[ 0.9897282  -0.14296174  0.46688908],[0.44777107],[ 0.99255365 -0.12180834  0.42683345]
[ 0.99255365 -0.12180834  0.42683345],[0.19581318],[ 0.9946104  -0.10368245  0.36484918]
[ 0.9946104  -0.10368245  0.36484918],[0.41328716],[ 0.9962685  -0.08630759  0.3490804 ]
[ 0.9962685  -0.08630759  0.3490804 ],[-0.14774299],[ 0.99731433 -0.07324006  0.26218826]
[ 0.99731433 -0.07324006  0.26218826],[0.5770781],[ 0.9982827  -0.05858114  0.29381993]
[ 0.9982827  -0.05858114  0.29381993],[-0.7601981],[ 0.9986575  -0.05179878  0.13585436]
[ 0.9986575  -0.05179878  0.13585436],[1.126441],[ 0.99925804 -0.03851388  0.26597142]
[ 0.99925804 -0.03851388  0.26597142],[-1.3085071],[ 0.9993346  -0.03647481  0.04080996]
[ 0.9993346  -0.03647481  0.04080996],[1.3114681],[ 0.9996627  -0.02597128  0.21017407]
[ 0.9996627  -0.02597128  0.21017407],[-1.2395871],[ 0.99966884 -0.02573348  0.00475755]
[ 0.99966884 -0.02573348  0.00475755],[1.1855526],[ 0.9998456  -0.0175709   0.16329032]
[ 0.9998456  -0.0175709   0.16329032],[-1.1081904],[ 0.99983114 -0.01837659 -0.01611641]
[ 0.99983114 -0.01837659 -0.01611641],[1.0470047],[ 0.99992776 -0.01201975  0.12715185]
[ 0.99992776 -0.01201975  0.12715185],[-0.9680927],[ 0.9999106  -0.01337348 -0.02707686]
[ 0.9999106  -0.01337348 -0.02707686],[0.9107499],[ 0.9999647  -0.0083985   0.09950551]
[ 0.9999647  -0.0083985   0.09950551],[-0.85173845],[ 0.99994874 -0.01012614 -0.03455414]
[ 0.99994874 -0.01012614 -0.03455414],[0.81970525],[ 0.99998146 -0.00608592  0.08080705]
[ 0.99998146 -0.00608592  0.08080705],[-0.7712474],[ 0.9999675 -0.0080581 -0.0394445]
[ 0.9999675 -0.0080581 -0.0394445],[0.7602043],[ 0.9999893  -0.00463104  0.06854258]
[ 0.9999893  -0.00463104  0.06854258],[-0.7139716],[ 0.99997735 -0.00673233 -0.04202645]
[ 0.99997735 -0.00673233 -0.04202645],[0.71561193],[ 0.9999931  -0.00371906  0.0602661 ]
[ 0.9999931  -0.00371906  0.0602661 ],[-0.6706848],[ 0.9999827  -0.00587533 -0.04312592]
[ 0.9999827  -0.00587533 -0.04312592],[0.6804919],[ 0.99999505 -0.00314829  0.05454137]
[ 0.99999505 -0.00314829  0.05454137],[-0.636971],[ 0.9999859  -0.00531655 -0.0433655 ]
[ 0.9999859  -0.00531655 -0.0433655 ],[0.65237236],[ 0.9999961  -0.00279142  0.05050294]
[ 0.9999961  -0.00279142  0.05050294],[-0.61036587],[ 0.9999878  -0.00494868 -0.0431455 ]
[ 0.9999878  -0.00494868 -0.0431455 ],[0.62974167],[ 0.9999967  -0.00256849  0.04760424]
[ 0.9999967  -0.00256849  0.04760424],[-0.58923745],[ 0.9999889  -0.00470386 -0.04270775]
[ 0.9999889  -0.00470386 -0.04270775],[0.6115079],[ 0.999997   -0.00242935  0.04549054]
[ 0.999997   -0.00242935  0.04549054],[-0.5724051],[ 0.9999897  -0.00453895 -0.04219223]
[ 0.9999897  -0.00453895 -0.04219223],[0.59682107],[ 0.99999726 -0.00234262  0.04392672]
[ 0.99999726 -0.00234262  0.04392672],[-0.5589675],[ 0.9999902  -0.00442638 -0.04167537]
[ 0.9999902  -0.00442638 -0.04167537],[0.58498144],[ 0.9999974  -0.00228879  0.04275206]
[ 0.9999974  -0.00228879  0.04275206],[-0.5483079],[ 0.9999905  -0.00434931 -0.04121071]
[ 0.9999905  -0.00434931 -0.04121071],[0.575557],[ 0.99999744 -0.00225628  0.04186085]
[ 0.99999744 -0.00225628  0.04186085],[-0.5398109],[ 0.99999076 -0.00429642 -0.040803  ]
[ 0.99999076 -0.00429642 -0.040803  ],[0.5681021],[ 0.9999975  -0.00223693  0.04119   ]
[ 0.9999975  -0.00223693  0.04119   ],[-0.5331055],[ 0.99999094 -0.0042596  -0.04045352]
[ 0.99999094 -0.0042596  -0.04045352],[0.56218386],[ 0.9999975  -0.00222564  0.04067936]
[ 0.9999975  -0.00222564  0.04067936],[-0.5277939],[ 0.99999106 -0.00423358 -0.04015895]
[ 0.99999106 -0.00423358 -0.04015895],[0.55747414],[ 0.99999756 -0.00221924  0.04028698]
[-0.5905887  -0.80697274 -0.9563645 ],[-1.9917727],[-0.66299033 -0.74862796 -1.86036   ]
[-0.66299033 -0.74862796 -1.86036   ],[-1.9980121],[-0.75841826 -0.6517682  -2.7215328 ]
[-0.75841826 -0.6517682  -2.7215328 ],[-1.9942764],[-0.86055475 -0.5093579  -3.5095003 ]
[-0.86055475 -0.5093579  -3.5095003 ],[-1.9790628],[-0.9476445  -0.31932735 -4.1883783 ]
[-0.9476445  -0.31932735 -4.1883783 ],[-1.9439964],[-0.996038  -0.0889283 -4.7194734]
[-0.996038  -0.0889283 -4.7194734],[-1.9649941],[-0.98641837  0.16425233 -5.0809183 ]
[-0.98641837  0.16425233 -5.0809183 ],[-1.9518298],[-0.90999466  0.41462    -5.2505035 ]
[-0.90999466  0.41462    -5.2505035 ],[-1.9658831],[-0.7717256  0.6359557 -5.2344213]
[-0.7717256  0.6359557 -5.2344213],[-1.967488],[-0.5882727  0.8086626 -5.0525775]
[-0.5882727  0.8086626 -5.0525775],[-1.9795357],[-0.3818255   0.92423445 -4.743011  ]
[-0.3818255   0.92423445 -4.743011  ],[-1.9835663],[-0.17351937  0.98483044 -4.34737   ]
[-0.17351937  0.98483044 -4.34737   ],[-1.9943246],[ 0.02099112  0.99977964 -3.907896  ]
[ 0.02099112  0.99977964 -3.907896  ],[-1.997804],[ 0.19266692  0.98126423 -3.457732  ]
[ 0.19266692  0.98126423 -3.457732  ],[-1.9980385],[ 0.33815315  0.9410911  -3.0214896 ]
[ 0.33815315  0.9410911  -3.0214896 ],[-1.9972193],[ 0.45797545  0.88896483 -2.6152542 ]
[ 0.45797545  0.88896483 -2.6152542 ],[-1.9961675],[ 0.55479306  0.8319884  -2.2479556 ]
[ 0.55479306  0.8319884  -2.2479556 ],[-1.9949456],[ 0.632111    0.77487785 -1.9232062 ]
[ 0.632111    0.77487785 -1.9232062 ],[-1.992914],[ 0.69349134  0.72046494 -1.6409849 ]
[ 0.69349134  0.72046494 -1.6409849 ],[-1.9906571],[ 0.7421587  0.6702242 -1.3992348]
[ 0.7421587  0.6702242 -1.3992348],[-1.988066],[ 0.7808494   0.62471926 -1.1947765 ]
[ 0.7808494   0.62471926 -1.1947765 ],[-1.9901818],[ 0.81182015  0.5839076  -1.0247643 ]
[ 0.81182015  0.5839076  -1.0247643 ],[-1.9932352],[ 0.83687735  0.54739046 -0.8858189 ]
[ 0.83687735  0.54739046 -0.8858189 ],[-1.9945989],[ 0.8574414   0.51458156 -0.77446586]
[ 0.8574414   0.51458156 -0.77446586],[-1.9959035],[ 0.8746302   0.48479062 -0.68791527]
[ 0.8746302   0.48479062 -0.68791527],[-1.996778],[ 0.8893239   0.4572778  -0.62383896]
[ 0.8893239   0.4572778  -0.62383896],[-1.9969723],[ 0.90221834  0.43127954 -0.58042645]
[ 0.90221834  0.43127954 -0.58042645],[-1.9968736],[ 0.9138679  0.4060117 -0.5564979]
[ 0.9138679  0.4060117 -0.5564979],[-1.9962735],[ 0.9247135   0.38066387 -0.5514301 ]
[ 0.9247135   0.38066387 -0.5514301 ],[-1.9950078],[ 0.9351001  0.3543837 -0.5651834]
[ 0.9351001  0.3543837 -0.5651834],[-1.9930483],[ 0.9452824   0.32625332 -0.59835285]
[ 0.9452824   0.32625332 -0.59835285],[-1.9862834],[ 0.9554083   0.2952881  -0.65160537]
[ 0.9554083   0.2952881  -0.65160537],[-1.951011],[ 0.9654537   0.26057476 -0.72279096]
[ 0.9654537   0.26057476 -0.72279096],[-1.6857406],[ 0.9748818  0.2227227 -0.780221 ]
[ 0.9748818  0.2227227 -0.780221 ],[-0.29532528],[ 0.98167557  0.19055997 -0.65747774]
[ 0.98167557  0.19055997 -0.65747774],[-0.6228657],[ 0.987014    0.16063419 -0.60798764]
[ 0.987014    0.16063419 -0.60798764],[-0.08434319],[ 0.9907221   0.13590312 -0.50016344]
[ 0.9907221   0.13590312 -0.50016344],[-0.5210843],[ 0.993678    0.11226786 -0.47639877]
[ 0.993678    0.11226786 -0.47639877],[0.13973999],[ 0.99559057  0.09380508 -0.3712369 ]
[ 0.99559057  0.09380508 -0.3712369 ],[-0.46320271],[ 0.99715686  0.07535353 -0.37036347]
[ 0.99715686  0.07535353 -0.37036347],[0.33598995],[ 0.9980629   0.06221234 -0.26344982]
[ 0.9980629   0.06221234 -0.26344982],[-0.47838676],[ 0.9988566   0.04780688 -0.2885486 ]
[ 0.9988566   0.04780688 -0.2885486 ],[0.5137265],[ 0.9992379   0.03903347 -0.17563446]
[ 0.9992379   0.03903347 -0.17563446],[-0.47980368],[ 0.99960446  0.02812318 -0.21832992]
[ 0.99960446  0.02812318 -0.21832992],[0.6728451],[ 0.9997283   0.02330924 -0.09631076]
[ 0.9997283   0.02330924 -0.09631076],[-0.45685983],[ 0.9998729   0.01594278 -0.1473578 ]
[ 0.9998729   0.01594278 -0.1473578 ],[0.5537944],[ 0.9999112   0.01332649 -0.05233156]
[ 0.9999112   0.01332649 -0.05233156],[-0.3639393],[ 0.99996406  0.0084804  -0.09692759]
[ 0.99996406  0.0084804  -0.09692759],[0.44214582],[ 0.9999736   0.00726817 -0.02424542]
[ 0.9999736   0.00726817 -0.02424542],[-0.32898402],[ 0.99999255  0.00386113 -0.0681419 ]
[ 0.99999255  0.00386113 -0.0681419 ],[0.39549208],[ 0.9999936   0.00356502 -0.00592224]
[ 0.9999936   0.00356502 -0.00592224],[-0.32414305],[ 9.9999952e-01  9.7152573e-04 -5.1869940e-02]
[ 9.9999952e-01  9.7152573e-04 -5.1869940e-02],[0.38415432],[0.99999917 0.00129562 0.00648185]
[0.99999917 0.00129562 0.00648185],[-0.33516192],[ 9.9999964e-01 -8.4541744e-04 -4.2820722e-02]
[ 9.9999964e-01 -8.4541744e-04 -4.2820722e-02],[0.38955688],[ 1.0000000e+00 -9.6480144e-05  1.4978748e-02]
[ 1.0000000e+00 -9.6480144e-05  1.4978748e-02],[-0.35246968],[ 0.99999803 -0.00199468 -0.03796406]
[ 0.99999803 -0.00199468 -0.03796406],[0.4024279],[ 9.999995e-01 -9.494777e-04  2.090411e-02]
[ 9.999995e-01 -9.494777e-04  2.090411e-02],[-0.3715763],[ 0.9999963  -0.0027267  -0.03554444]
[ 0.9999963  -0.0027267  -0.03554444],[0.4182763],[ 0.9999989  -0.0014691   0.02515198]
[ 0.9999989  -0.0014691   0.02515198],[-0.39073002],[ 0.9999949  -0.00319706 -0.03455935]
[0.34659922 0.9380133  0.5299946 ],[1.4410701],[0.2777584 0.960651  1.4496651]
[0.2777584 0.960651  1.4496651],[1.3905146],[0.16180885 0.9868221  2.3787305 ]
[0.16180885 0.9868221  2.3787305 ],[1.4861517],[-0.0045651   0.99998957  3.34177   ]
[-0.0045651   0.99998957  3.34177   ],[1.5873556],[-0.21926238  0.9756659   4.3298655 ]
[-0.21926238  0.9756659   4.3298655 ],[1.5146708],[-0.4666499   0.88444215  5.2888155 ]
[-0.4666499   0.88444215  5.2888155 ],[0.9119005],[-0.7103151  0.7038838  6.088932 ]
[-0.7103151  0.7038838  6.088932 ],[0.7618692],[-0.9029142   0.42982078  6.7311254 ]
[-0.9029142   0.42982078  6.7311254 ],[0.06452894],[-0.99585     0.09100966  7.0631704 ]
[-0.99585     0.09100966  7.0631704 ],[0.61993074],[-0.9637482  -0.26681346  7.224417  ]
[-0.9637482  -0.26681346  7.224417  ],[0.30709934],[-0.8117793  -0.58396435  7.070372  ]
[-0.8117793  -0.58396435  7.070372  ],[-0.61962676],[-0.58121413 -0.8137507   6.539455  ]
[-0.58121413 -0.8137507   6.539455  ],[0.8523421],[-0.3120692  -0.95005935  6.056993  ]
[-0.3120692  -0.95005935  6.056993  ],[1.600492],[-0.03813488 -0.9992726   5.5845222 ]
[-0.03813488 -0.9992726   5.5845222 ],[1.1377673],[ 0.21055487 -0.97758204  5.005733  ]
[ 0.21055487 -0.97758204  5.005733  ],[-0.1785785],[ 0.41180187 -0.9112734   4.2457595 ]
[ 0.41180187 -0.9112734   4.2457595 ],[-0.07064283],[ 0.56630516 -0.8241957   3.5517082 ]
[ 0.56630516 -0.8241957   3.5517082 ],[0.1530087],[ 0.68152285 -0.73179686  2.9565127 ]
[ 0.68152285 -0.73179686  2.9565127 ],[0.1621809],[ 0.7652574 -0.6437244  2.4319923]
[ 0.7652574 -0.6437244  2.4319923],[0.22307992],[ 0.82521015 -0.5648258   1.982661  ]
[ 0.82521015 -0.5648258   1.982661  ],[0.3638122],[ 0.86804694 -0.49648213  1.6136135 ]
[ 0.86804694 -0.49648213  1.6136135 ],[0.37605476],[ 0.8984111  -0.43915546  1.2976601 ]
[ 0.8984111  -0.43915546  1.2976601 ],[0.6804769],[ 0.9206164  -0.39046827  1.070365  ]
[ 0.9206164  -0.39046827  1.070365  ],[0.86457634],[ 0.937375  -0.3483218  0.9072003]
[ 0.937375  -0.3483218  0.9072003],[0.87855244],[ 0.9502082  -0.31161585  0.7777418 ]
[ 0.9502082  -0.31161585  0.7777418 ],[0.9107771],[ 0.9602609  -0.27910388  0.6806465 ]
[ 0.9602609  -0.27910388  0.6806465 ],[0.92587423],[ 0.9683282  -0.24968097  0.6101997 ]
[ 0.9683282  -0.24968097  0.6101997 ],[0.9655783],[ 0.9750252  -0.22209439  0.5677757 ]
[ 0.9750252  -0.22209439  0.5677757 ],[0.94361067],[ 0.9806925  -0.1955563   0.54274654]
[ 0.9806925  -0.1955563   0.54274654],[0.84353685],[ 0.9854671  -0.16986647  0.52260983]
[ 0.9854671  -0.16986647  0.52260983],[0.5468056],[ 0.98923945 -0.14630558  0.47723082]
[ 0.98923945 -0.14630558  0.47723082],[0.42009926],[ 0.99215937 -0.12497914  0.43051654]
[ 0.99215937 -0.12497914  0.43051654],[0.27516317],[ 0.9943444  -0.1062033   0.37805665]
[ 0.9943444  -0.1062033   0.37805665],[0.30890226],[ 0.99602723 -0.08904888  0.34473953]
[ 0.99602723 -0.08904888  0.34473953],[0.08297133],[ 0.9972152  -0.07457776  0.29039857]
[ 0.9972152  -0.07457776  0.29039857],[0.217139],[ 0.99812204 -0.06125689  0.26703608]
[ 0.99812204 -0.06125689  0.26703608],[-0.18827963],[ 0.9986663  -0.05162972  0.19285148]
[ 0.9986663  -0.05162972  0.19285148],[0.41721797],[ 0.9991671  -0.04080576  0.2167119 ]
[ 0.9991671  -0.04080576  0.2167119 ],[-0.6099491],[ 0.99934894 -0.0360785   0.09461521]
[ 0.99934894 -0.0360785   0.09461521],[0.82235956],[ 0.9996478  -0.0265377   0.19091026]
[ 0.9996478  -0.0265377   0.19091026],[-1.009254],[ 0.99967337 -0.02555709  0.01961889]
[ 0.99967337 -0.02555709  0.01961889],[1.0546763],[ 0.9998447  -0.01762633  0.15865251]
[ 0.9998447  -0.01762633  0.15865251],[-1.0557296],[ 0.99983305 -0.01827256 -0.01292668]
[ 0.99983305 -0.01827256 -0.01292668],[1.0145497],[ 0.99992806 -0.01199573  0.12555136]
[ 0.99992806 -0.01199573  0.12555136],[-0.95203173],[ 0.9999114  -0.01330813 -0.0262502 ]
[ 0.9999114  -0.01330813 -0.0262502 ],[0.8997581],[ 0.99996495 -0.0083718   0.09873242]
[ 0.99996495 -0.0083718   0.09873242],[-0.8449528],[ 0.99994916 -0.0100862  -0.03428936]
[ 0.99994916 -0.0100862  -0.03428936],[0.8150587],[ 0.9999816  -0.00606609  0.0804048 ]
[ 0.9999816  -0.00606609  0.0804048 ],[-0.76791584],[ 0.99996775 -0.00803265 -0.03933214]
[ 0.99996775 -0.00803265 -0.03933214],[0.75774217],[ 0.99998933 -0.00461749  0.0683047 ]
[ 0.99998933 -0.00461749  0.0683047 ],[-0.71205163],[ 0.99997747 -0.00671576 -0.04196617]
[ 0.99997747 -0.00671576 -0.04196617],[0.71410894],[ 0.99999315 -0.00371013  0.06011336]
[ 0.99999315 -0.00371013  0.06011336],[-0.6694436],[ 0.99998283 -0.0058644  -0.04308579]
[ 0.99998283 -0.0058644  -0.04308579],[0.67948246],[ 0.99999505 -0.00314251  0.05443828]
[ 0.99999505 -0.00314251  0.05443828],[-0.6361089],[ 0.99998593 -0.00530924 -0.04333493]
[ 0.99998593 -0.00530924 -0.04333493],[0.65165186],[ 0.9999961  -0.00278772  0.05043092]
[ 0.9999961  -0.00278772  0.05043092],[-0.6097388],[ 0.9999878  -0.00494373 -0.04312069]
[ 0.9999878  -0.00494373 -0.04312069],[0.62920713],[ 0.9999967  -0.00256612  0.04755257]
[ 0.9999967  -0.00256612  0.04755257],[-0.5887687],[ 0.999989   -0.00470047 -0.04268733]
[ 0.999989   -0.00470047 -0.04268733],[0.61110234],[ 0.9999971  -0.00242786  0.04545267]
[ 0.9999971  -0.00242786  0.04545267],[-0.5720464],[ 0.9999897  -0.0045366  -0.04217518]
[ 0.9999897  -0.0045366  -0.04217518],[0.5965085],[ 0.99999726 -0.00234168  0.04389864]
[ 0.99999726 -0.00234168  0.04389864],[-0.55868983],[ 0.9999902  -0.00442473 -0.04166109]
[ 0.9999902  -0.00442473 -0.04166109],[0.5847323],[ 0.9999974  -0.00228823  0.04273021]
[ 0.9999974  -0.00228823  0.04273021],[-0.5480864],[ 0.9999905  -0.00434816 -0.04119892]
[ 0.9999905  -0.00434816 -0.04119892],[0.5753627],[ 0.99999744 -0.00225596  0.04184436]
[ 0.99999744 -0.00225596  0.04184436],[-0.5396373],[ 0.99999076 -0.0042956  -0.04079321]
[ 0.99999076 -0.0042956  -0.04079321],[0.56794906],[ 0.9999975  -0.00223674  0.04117744]
[ 0.9999975  -0.00223674  0.04117744],[-0.5329695],[ 0.99999094 -0.00425901 -0.04044553]
[ 0.99999094 -0.00425901 -0.04044553],[0.56206274],[ 0.9999975  -0.00222554  0.04066962]
[ 0.9999975  -0.00222554  0.04066962],[-0.5276859],[ 0.99999106 -0.00423315 -0.04015242]
[ 0.99999106 -0.00423315 -0.04015242],[0.55737805],[ 0.99999756 -0.00221919  0.04027943]
[ 0.54523396 -0.83828396 -0.4155972 ],[1.9644127],[ 0.51343745 -0.85812706 -0.7496482 ]
[ 0.51343745 -0.85812706 -0.7496482 ],[1.7972231],[ 0.4644405 -0.8856043 -1.1236601]
[ 0.4644405 -0.8856043 -1.1236601],[0.7188201],[ 0.38849777 -0.92144966 -1.6800402 ]
[ 0.38849777 -0.92144966 -1.6800402 ],[-1.3291432],[ 0.26718995 -0.9636439  -2.570499  ]
[ 0.26718995 -0.9636439  -2.570499  ],[-1.1611487],[ 0.09695303 -0.99528897 -3.4674041 ]
[ 0.09695303 -0.99528897 -3.4674041 ],[-0.01223135],[-0.11343502 -0.9935454  -4.215706  ]
[-0.11343502 -0.9935454  -4.215706  ],[0.6868458],[-0.34906355 -0.93709904 -4.8578377 ]
[-0.34906355 -0.93709904 -4.8578377 ],[0.00181484],[-0.5928483 -0.8053142 -5.56039  ]
[-0.5928483 -0.8053142 -5.56039  ],[-0.8037027],[-0.81273884 -0.5826282  -6.2849307 ]
[-0.81273884 -0.5826282  -6.2849307 ],[-1.1534784],[-0.96182203 -0.27367562 -6.8949237 ]
[-0.96182203 -0.27367562 -6.8949237 ],[-1.5009226],[-0.99603736  0.0889358  -7.325319  ]
[-0.99603736  0.0889358  -7.325319  ],[-1.6076409],[-0.8942509   0.44756597 -7.499763  ]
[-0.8942509   0.44756597 -7.499763  ],[-0.04835057],[-0.68031156  0.73292303 -7.1713414 ]
[-0.68031156  0.73292303 -7.1713414 ],[1.6710577],[-0.41654184  0.90911657 -6.3709903 ]
[-0.41654184  0.90911657 -6.3709903 ],[-0.01105356],[-0.14458898  0.9894918  -5.690811  ]
[-0.14458898  0.9894918  -5.690811  ],[-0.8091328],[ 0.10819333  0.9941299  -5.070062  ]
[ 0.10819333  0.9941299  -5.070062  ],[-1.4370128],[ 0.3291529   0.94427663 -4.5400167 ]
[ 0.3291529   0.94427663 -4.5400167 ],[-1.3441222],[ 0.5116273   0.85920745 -4.0334272 ]
[ 0.5116273   0.85920745 -4.0334272 ],[-0.4533906],[ 0.6517801  0.758408  -3.4570305]
[ 0.6517801  0.758408  -3.4570305],[0.01354933],[ 0.75407124  0.65679264 -2.886192  ]
[ 0.75407124  0.65679264 -2.886192  ],[0.190979],[ 0.8262887  0.5632468 -2.3649507]
[ 0.8262887  0.5632468 -2.3649507],[0.1962142],[ 0.87630624  0.48175448 -1.9130834 ]
[ 0.87630624  0.48175448 -1.9130834 ],[0.11635494],[ 0.91065073  0.413177   -1.5343144 ]
[ 0.91065073  0.413177   -1.5343144 ],[-0.08095253],[ 0.9344406  0.356119  -1.2365745]
[ 0.9344406  0.356119  -1.2365745],[-0.26932955],[ 0.9512239  0.3085013 -1.0098846]
[ 0.9512239  0.3085013 -1.0098846],[-0.7246678],[ 0.96396893  0.26601493 -0.8872088 ]
[ 0.96396893  0.26601493 -0.8872088 ],[-0.58799064],[ 0.973561    0.22842717 -0.7758962 ]
[ 0.973561    0.22842717 -0.7758962 ],[-0.5590739],[ 0.98084563  0.19478671 -0.6884369 ]
[ 0.98084563  0.19478671 -0.6884369 ],[-0.39638186],[ 0.9862619   0.16518913 -0.6018042 ]
[ 0.9862619   0.16518913 -0.6018042 ],[-0.35341525],[ 0.99029905  0.13895248 -0.5309246 ]
[ 0.99029905  0.13895248 -0.5309246 ],[-0.23667002],[ 0.9932456   0.11603107 -0.46221074]
[ 0.9932456   0.11603107 -0.46221074],[-0.21032965],[ 0.9953997   0.09580898 -0.4067369 ]
[ 0.9953997   0.09580898 -0.4067369 ],[-0.07714534],[ 0.99691     0.07855256 -0.34645197]
[ 0.99691     0.07855256 -0.34645197],[-0.11836684],[ 0.9979929   0.06332654 -0.30529258]
[ 0.9979929   0.06332654 -0.30529258],[0.04821062],[ 0.9987079   0.05081874 -0.25056607]
[ 0.9987079   0.05081874 -0.25056607],[-0.10320485],[ 0.99922216  0.03943378 -0.22793274]
[ 0.99922216  0.03943378 -0.22793274],[0.19998908],[ 0.99951875  0.03102107 -0.16835904]
[ 0.99951875  0.03102107 -0.16835904],[-0.09786487],[ 0.99973464  0.02303537 -0.15977296]
[ 0.99973464  0.02303537 -0.15977296],[0.2785399],[ 0.999838    0.01800066 -0.10071546]
[ 0.999838    0.01800066 -0.10071546],[-0.08841515],[ 0.9999158   0.0129774  -0.10047724]
[ 0.9999158   0.0129774  -0.10047724],[0.21529794],[ 0.99994946  0.01005512 -0.0584495 ]
[ 0.99994946  0.01005512 -0.0584495 ],[-0.09330273],[ 0.9999768   0.00681006 -0.06490356]
[ 0.9999768   0.00681006 -0.06490356],[0.18120623],[ 0.9999866   0.00517934 -0.03261508]
[ 0.9999866   0.00517934 -0.03261508],[-0.09924424],[ 0.9999955   0.0029985  -0.04361721]
[ 0.9999955   0.0029985  -0.04361721],[0.16595817],[ 0.9999976   0.00217477 -0.01647461]
[ 0.9999976   0.00217477 -0.01647461],[-0.11078012],[ 9.9999982e-01  6.0174247e-04 -3.1460553e-02]
[ 9.9999982e-01  6.0174247e-04 -3.1460553e-02],[0.16969752],[ 9.9999994e-01  3.2401152e-04 -5.5546197e-03]
[ 9.9999994e-01  3.2401152e-04 -5.5546197e-03],[-0.12980866],[ 9.9999958e-01 -9.1513386e-04 -2.4782911e-02]
[ 9.9999958e-01 -9.1513386e-04 -2.4782911e-02],[0.18289948],[ 9.9999964e-01 -8.1685092e-04  1.9656601e-03]
[ 9.9999964e-01 -8.1685092e-04  1.9656601e-03],[-0.15115249],[ 0.9999982  -0.00188284 -0.02131985]
[ 0.9999982  -0.00188284 -0.02131985],[0.20038986],[ 0.99999887 -0.00151652  0.0073265 ]
[ 0.99999887 -0.00151652  0.0073265 ],[-0.17335689],[ 0.99999684 -0.00250724 -0.01981443]
[ 0.99999684 -0.00250724 -0.01981443],[0.22051907],[ 0.9999981  -0.00193809  0.01138301]
[ 0.9999981  -0.00193809  0.01138301],[-0.19677639],[ 0.99999577 -0.00291744 -0.01958702]
[ 0.40976936 -0.9121892  -0.30912575],[1.9548213],[ 0.37759623 -0.9259703  -0.7000444 ]
[ 0.37759623 -0.9259703  -0.7000444 ],[1.7421556],[ 0.32455295 -0.94586754 -1.1331989 ]
[ 0.32455295 -0.94586754 -1.1331989 ],[0.4021666],[ 0.23908685 -0.97099817 -1.7822745 ]
[ 0.23908685 -0.97099817 -1.7822745 ],[-1.5737566],[ 0.10390809 -0.9945869  -2.7465866 ]
[ 0.10390809 -0.9945869  -2.7465866 ],[-1.1246567],[-0.07888324 -0.99688387 -3.6612253 ]
[-0.07888324 -0.99688387 -3.6612253 ],[0.03111148],[-0.29473326 -0.9555796  -4.4042215 ]
[-0.29473326 -0.9555796  -4.4042215 ],[0.16154242],[-0.5261017  -0.85042167 -5.096675  ]
[-0.5261017  -0.85042167 -5.096675  ],[-0.57547307],[-0.74800473 -0.66369337 -5.820812  ]
[-0.74800473 -0.66369337 -5.820812  ],[-1.069861],[-0.92036146 -0.3910688  -6.479061  ]
[-0.92036146 -0.3910688  -6.479061  ],[-1.2760924],[-0.99856365 -0.05357808 -6.9637766 ]
[-0.99856365 -0.05357808 -6.9637766 ],[-1.7030705],[-0.9525264   0.30445603 -7.259421  ]
[-0.9525264   0.30445603 -7.259421  ],[-1.3556054],[-0.7831454  0.6218386 -7.2344193]
[-0.7831454  0.6218386 -7.2344193],[1.3700097],[-0.5409625  0.8410467 -6.562539 ]
[-0.5409625  0.8410467 -6.562539 ],[0.21354055],[-0.2730816  0.9619909 -5.899723 ]
[-0.2730816  0.9619909 -5.899723 ],[-0.9531498],[-0.01053464  0.9999445  -5.3212023 ]
[-0.01053464  0.9999445  -5.3212023 ],[-1.3281059],[ 0.2260182   0.97412306 -4.7704597 ]
[ 0.2260182   0.97412306 -4.7704597 ],[-1.5450448],[ 0.42735884  0.9040821  -4.271624  ]
[ 0.42735884  0.9040821  -4.271624  ],[-1.0342463],[ 0.58834     0.80861366 -3.7486997 ]
[ 0.58834     0.80861366 -3.7486997 ],[-0.11209881],[ 0.7082082  0.7060036 -3.1590543]
[ 0.7082082  0.7060036 -3.1590543],[0.1191051],[ 0.7941097   0.60777444 -2.6116858 ]
[ 0.7941097   0.60777444 -2.6116858 ],[0.2041223],[ 0.8540923   0.52012146 -2.1252365 ]
[ 0.8540923   0.52012146 -2.1252365 ],[0.17073679],[ 0.89537823  0.4453064  -1.7095349 ]
[ 0.89537823  0.4453064  -1.7095349 ],[-0.01508415],[ 0.9239077   0.38261548 -1.3778177 ]
[ 0.9239077   0.38261548 -1.3778177 ],[-0.06966746],[ 0.9435655   0.33118597 -1.1013063 ]
[ 0.9435655   0.33118597 -1.1013063 ],[-0.64791346],[ 0.9582282   0.28600493 -0.9501038 ]
[ 0.9582282   0.28600493 -0.9501038 ],[-0.5665597],[ 0.969153    0.24645993 -0.82058406]
[ 0.969153    0.24645993 -0.82058406],[-0.6701448],[ 0.97756726  0.21062355 -0.73626083]
[ 0.97756726  0.21062355 -0.73626083],[-0.39071107],[ 0.98377776  0.1793914  -0.6368998 ]
[ 0.98377776  0.1793914  -0.6368998 ],[-0.4632311],[ 0.9885042   0.1511937  -0.57184094]
[ 0.9885042   0.1511937  -0.57184094],[-0.18318474],[ 0.9918855   0.12713456 -0.48592338]
