State,Action,NextState
[ 0.99999344 -0.00361322  0.05925687],[-0.6650598],[ 0.9999833  -0.00577379 -0.04321201]
[ 0.9999833  -0.00577379 -0.04321201],[0.67584276],[ 0.99999523 -0.00308212  0.05383406]
[ 0.99999523 -0.00308212  0.05383406],[-0.63253355],[ 0.99998623 -0.00524998 -0.04335756]
[ 0.99998623 -0.00524998 -0.04335756],[0.64862275],[ 0.99999624 -0.00275008  0.04999837]
[ 0.99999624 -0.00275008  0.04999837],[-0.6068413],[ 0.99998796 -0.00490458 -0.04309039]
[ 0.99998796 -0.00490458 -0.04309039],[0.6267152],[ 0.9999968  -0.00254268  0.04723845]
[ 0.9999968  -0.00254268  0.04723845],[-0.58642924],[ 0.9999891  -0.00467431 -0.04263294]
[ 0.9999891  -0.00467431 -0.04263294],[0.6090665],[ 0.9999971  -0.00241326  0.0452213 ]
[ 0.9999971  -0.00241326  0.0452213 ],[-0.5701616],[ 0.9999898  -0.00451889 -0.04211289]
[ 0.9999898  -0.00451889 -0.04211289],[0.59485364],[ 0.99999726 -0.00233261  0.04372599]
[ 0.99999726 -0.00233261  0.04372599],[-0.5571742],[ 0.9999903  -0.00441257 -0.04159959]
[ 0.9999903  -0.00441257 -0.04159959],[0.58337617],[ 0.9999974  -0.00228272  0.0425974 ]
[ 0.9999974  -0.00228272  0.0425974 ],[-0.5468595],[ 0.9999906  -0.00433988 -0.04114356]
[ 0.9999906  -0.00433988 -0.04114356],[0.5742893],[ 0.99999744 -0.00225265  0.04174493]
[ 0.99999744 -0.00225265  0.04174493],[-0.53866994],[ 0.9999908  -0.00428989 -0.04074505]
[ 0.9999908  -0.00428989 -0.04074505],[0.56709695],[ 0.9999975  -0.0022348   0.04110207]
[ 0.9999975  -0.0022348   0.04110207],[-0.5322027],[ 0.99999094 -0.00425501 -0.04040443]
[ 0.99999094 -0.00425501 -0.04040443],[0.56138515],[ 0.9999975  -0.00222441  0.04061209]
[ 0.9999975  -0.00222441  0.04061209],[-0.5270784],[ 0.99999106 -0.0042303  -0.04011798]
[ 0.99999106 -0.0042303  -0.04011798],[0.55683804],[ 0.99999756 -0.00221856  0.040235  ]
[ 0.7228683 -0.6909858 -0.5311958],[1.9340143],[ 0.6961193  -0.71792614 -0.759333  ]
[ 0.6961193  -0.71792614 -0.759333  ],[1.7974448],[ 0.65830874 -0.752748   -1.0281608 ]
[ 0.65830874 -0.752748   -1.0281608 ],[1.2501907],[ 0.60384023 -0.7971054  -1.4051933 ]
[ 0.60384023 -0.7971054  -1.4051933 ],[-0.43538237],[ 0.5183271 -0.8551824 -2.0683296]
[ 0.5183271 -0.8551824 -2.0683296],[-1.2785164],[ 0.38925156 -0.9211315  -2.901494  ]
[ 0.38925156 -0.9211315  -2.901494  ],[-0.40882075],[ 0.2154334 -0.9765185 -3.6536658]
[ 0.2154334 -0.9765185 -3.6536658],[0.60000324],[ 2.3329263e-03 -9.9999726e-01 -4.2960539e+00]
[ 2.3329263e-03 -9.9999726e-01 -4.2960539e+00],[0.95451474],[-0.24043193 -0.970666   -4.902875  ]
[-0.24043193 -0.970666   -4.902875  ],[0.3663988],[-0.49827367 -0.86701983 -5.5759144 ]
[-0.49827367 -0.86701983 -5.5759144 ],[-0.61353517],[-0.7429835 -0.6693097 -6.3182096]
[-0.7429835 -0.6693097 -6.3182096],[-1.0835414],[-0.9271199  -0.37476486 -6.982723  ]
[-0.9271199  -0.37476486 -6.982723  ],[-1.2911574],[-0.9999365  -0.01126939 -7.4574704 ]
[-0.9999365  -0.01126939 -7.4574704 ],[-1.5957028],[-0.93087554  0.3653365  -7.705278  ]
[-0.93087554  0.3653365  -7.705278  ],[-0.561779],[-0.73184466  0.68147147 -7.5155425 ]
[-0.73184466  0.68147147 -7.5155425 ],[1.853342],[-0.46594566  0.88481337 -6.7264376 ]
[-0.46594566  0.88481337 -6.7264376 ],[1.2799783],[-0.1899994  0.9817842 -5.8708305]
[-0.1899994  0.9817842 -5.8708305],[-0.44775772],[ 0.06886671  0.9976259  -5.2016563 ]
[ 0.06886671  0.9976259  -5.2016563 ],[-1.2355915],[ 0.29634172  0.955082   -4.6387753 ]
[ 0.29634172  0.955082   -4.6387753 ],[-1.3507086],[ 0.48565608  0.87415    -4.12507   ]
[ 0.48565608  0.87415    -4.12507   ],[-0.55820274],[ 0.6324972   0.77456266 -3.5531883 ]
[ 0.6324972   0.77456266 -3.5531883 ],[-0.00380075],[ 0.74023163  0.67235196 -2.9728363 ]
[ 0.74023163  0.67235196 -2.9728363 ],[0.17705989],[ 0.81661135  0.5771879  -2.4420135 ]
[ 0.81661135  0.5771879  -2.4420135 ],[0.20296001],[ 0.8696285   0.49370664 -1.9786785 ]
[ 0.8696285   0.49370664 -1.9786785 ],[0.14153385],[ 0.90603024  0.4232129  -1.5871685 ]
[ 0.90603024  0.4232129  -1.5871685 ],[-0.0787766],[ 0.9312712   0.36432675 -1.2815752 ]
[ 0.9312712   0.36432675 -1.2815752 ],[-0.14150882],[ 0.948784    0.31592548 -1.0295565 ]
[ 0.948784    0.31592548 -1.0295565 ],[-0.79444504],[ 0.96219593  0.27235815 -0.91177917]
[ 0.96219593  0.27235815 -0.91177917],[-0.529294],[ 0.9721645  0.2342993 -0.7869047]
[ 0.9721645  0.2342993 -0.7869047],[-0.6364398],[ 0.9798344   0.1998114  -0.70664614]
[ 0.9798344   0.1998114  -0.70664614],[-0.3572365],[ 0.9854751   0.16981977 -0.6103731 ]
[ 0.9854751   0.16981977 -0.6103731 ],[-0.42778945],[ 0.9897518   0.14279813 -0.54717666]
[ 0.9897518   0.14279813 -0.54717666],[-0.17395854],[ 0.9928111   0.11969171 -0.46617186]
[ 0.9928111   0.11969171 -0.46617186],[-0.31163907],[ 0.99512106  0.09866114 -0.42314893]
[ 0.99512106  0.09866114 -0.42314893],[0.0188849],[ 0.99668026  0.08141568 -0.34632036]
[ 0.99668026  0.08141568 -0.34632036],[-0.25956094],[ 0.99786896  0.06524986 -0.32419273]
[ 0.99786896  0.06524986 -0.32419273],[0.21722794],[ 0.9985872   0.05313765 -0.24267116]
[ 0.9985872   0.05313765 -0.24267116],[-0.32830632],[ 0.9991776   0.04054838 -0.25206387]
[ 0.9991776   0.04054838 -0.25206387],[0.44453764],[ 0.99946177  0.03280501 -0.15497194]
[ 0.99946177  0.03280501 -0.15497194],[-0.36153603],[ 0.999722    0.02357879 -0.18459858]
[ 0.999722    0.02357879 -0.18459858],[0.55113506],[ 0.9998124   0.01936755 -0.08424424]
[ 0.9998124   0.01936755 -0.08424424],[-0.3602121],[ 0.99991316  0.01318086 -0.12375039]
[ 0.99991316  0.01318086 -0.12375039],[0.45998073],[ 0.99994016  0.01093764 -0.04486763]
[ 0.99994016  0.01093764 -0.04486763],[-0.30684996],[ 0.9999769   0.00680321 -0.0826919 ]
[ 0.9999769   0.00680321 -0.0826919 ],[0.38420224],[ 0.99998313  0.00580527 -0.01995916]
[ 0.99998313  0.00580527 -0.01995916],[-0.29167557],[ 0.99999595  0.00283747 -0.05935654]
[ 0.99999595  0.00283747 -0.05935654],[0.35750675],[ 0.9999965   0.00265735 -0.00360242]
[ 0.9999965   0.00265735 -0.00360242],[-0.29689193],[ 9.9999994e-01  3.5019737e-04 -4.6143193e-02]
[ 9.9999994e-01  3.5019737e-04 -4.6143193e-02],[0.35627675],[9.9999976e-01 7.2824571e-04 7.5609679e-03]
[9.9999976e-01 7.2824571e-04 7.5609679e-03],[-0.31371474],[ 0.9999993  -0.00121926 -0.03895006]
[ 0.9999993  -0.00121926 -0.03895006],[0.36751246],[ 9.9999988e-01 -4.5613878e-04  1.5262368e-02]
[ 9.9999988e-01 -4.5613878e-04  1.5262368e-02],[-0.33413744],[ 0.99999756 -0.00221615 -0.03520035]
[ 0.99999756 -0.00221615 -0.03520035],[0.38403344],[ 0.9999993  -0.00117903  0.02074255]
[ 0.9999993  -0.00117903  0.02074255],[-0.35584676],[ 0.99999595 -0.00285496 -0.03351874]
[ 0.99999595 -0.00285496 -0.03351874],[0.4028244],[ 0.9999987  -0.00161678  0.0247637 ]
[ 0.9999987  -0.00161678  0.0247637 ],[-0.3772837],[ 0.99999464 -0.00326885 -0.03304144]
[-0.03645058  0.99933547 -0.70575064],[0.17871094],[-0.03997588  0.99920064  0.07055759]
[-0.03997588  0.99920064  0.07055759],[1.973629],[-0.09564025  0.995416    1.1160024 ]
[-0.09564025  0.995416    1.1160024 ],[1.9990902],[-0.20249796  0.9792827   2.162428  ]
[-0.20249796  0.9792827   2.162428  ],[1.8395686],[-0.354659   0.9349957  3.1728253]
[-0.354659   0.9349957  3.1728253],[1.8457487],[-0.5397129   0.84184915  4.150934  ]
[-0.5397129   0.84184915  4.150934  ],[1.3785744],[-0.7308397  0.6825491  4.989107 ]
[-0.7308397  0.6825491  4.989107 ],[1.0323262],[-0.8922685   0.45150515  5.655868  ]
[-0.8922685   0.45150515  5.655868  ],[1.6485658],[-0.9878003   0.15572605  6.2417817 ]
[-0.9878003   0.15572605  6.2417817 ],[1.8023014],[-0.98471195 -0.1741905   6.6289215 ]
[-0.98471195 -0.1741905   6.6289215 ],[1.6819725],[-0.8714662 -0.4904555  6.7505746]
[-0.8714662 -0.4904555  6.7505746],[1.1173606],[-0.66736656 -0.7447294   6.550337  ]
[-0.66736656 -0.7447294   6.550337  ],[1.1014004],[-0.41033107 -0.91193664  6.157     ]
[-0.41033107 -0.91193664  6.157     ],[1.6548228],[-0.13632768 -0.9906638   5.721271  ]
[-0.13632768 -0.9906638   5.721271  ],[1.5574331],[ 0.12352457 -0.9923415   5.2118883 ]
[ 0.12352457 -0.9923415   5.2118883 ],[0.48121214],[ 0.34367883 -0.9390873   4.539814  ]
[ 0.34367883 -0.9390873   4.539814  ],[-0.36678255],[ 0.51401216 -0.8577829   3.780481  ]
[ 0.51401216 -0.8577829   3.780481  ],[0.25489092],[ 0.64316505 -0.7657276   3.1753774 ]
[ 0.64316505 -0.7657276   3.1753774 ],[0.07693839],[ 0.7374288 -0.6754249  2.6126225]
[ 0.7374288 -0.6754249  2.6126225],[0.26744843],[ 0.8055269  -0.59255916  2.146171  ]
[ 0.8055269  -0.59255916  2.146171  ],[0.24063826],[ 0.853912   -0.52041745  1.7378476 ]
[ 0.853912   -0.52041745  1.7378476 ],[0.33052373],[ 0.8881539  -0.45954615  1.397113  ]
[ 0.8881539  -0.45954615  1.397113  ],[0.5984669],[ 0.9129368  -0.40810096  1.1422234 ]
[ 0.9129368  -0.40810096  1.1422234 ],[0.843873],[ 0.93151623 -0.3636997   0.9627286 ]
[ 0.93151623 -0.3636997   0.9627286 ],[0.8819866],[ 0.9456775 -0.3251061  0.8222518]
[ 0.9456775 -0.3251061  0.8222518],[0.8978505],[ 0.9566657  -0.2911885   0.71309984]
[ 0.9566657  -0.2911885   0.71309984],[0.92972064],[ 0.9654164  -0.26071295  0.63416654]
[ 0.9654164  -0.26071295  0.63416654],[0.9492502],[ 0.9725819  -0.2325606   0.58101934]
[ 0.9725819  -0.2325606   0.58101934],[0.9625554],[ 0.97861886 -0.20568198  0.5509822 ]
[ 0.97861886 -0.20568198  0.5509822 ],[0.88811064],[ 0.98372465 -0.1796825   0.5299373 ]
[ 0.98372465 -0.1796825   0.5299373 ],[0.7136235],[ 0.98792607 -0.15492618  0.50221896]
[ 0.98792607 -0.15492618  0.50221896],[0.36820745],[ 0.9911034  -0.13309385  0.44125545]
[ 0.9911034  -0.13309385  0.44125545],[0.45408607],[ 0.9936209  -0.11277214  0.40954798]
[ 0.9936209  -0.11277214  0.40954798],[0.07995939],[ 0.99537975 -0.09601627  0.3369628 ]
[ 0.99537975 -0.09601627  0.3369628 ],[0.530251],[ 0.99688584 -0.07885805  0.34448823]
[ 0.99688584 -0.07885805  0.34448823],[-0.46913266],[ 0.9976759  -0.06813843  0.21497479]
[ 0.9976759  -0.06813843  0.21497479],[0.9533973],[ 0.9986039  -0.05282264  0.30688056]
[ 0.9986039  -0.05282264  0.30688056],[-1.1931547],[ 0.99882734 -0.04841379  0.08829038]
[ 0.99882734 -0.04841379  0.08829038],[1.3747721],[ 0.99936914 -0.03551546  0.25819585]
[ 0.99936914 -0.03551546  0.25819585],[-1.3405639],[ 0.9994221  -0.03399264  0.03047467]
[ 0.9994221  -0.03399264  0.03047467],[1.2998142],[ 0.999712   -0.02399927  0.19995232]
[ 0.999712   -0.02399927  0.19995232],[-1.2159331],[ 9.9971145e-01 -2.4021121e-02 -4.3709151e-04]
[ 9.9971145e-01 -2.4021121e-02 -4.3709151e-04],[1.1583335],[ 0.99986786 -0.01625786  0.1552971 ]
[ 0.99986786 -0.01625786  0.1552971 ],[-1.0805322],[ 0.99985194 -0.01720653 -0.01897612]
[ 0.99985194 -0.01720653 -0.01897612],[1.0188017],[ 0.9999377  -0.01116019  0.12093923]
[ 0.9999377  -0.01116019  0.12093923],[-0.942847],[ 0.9999206  -0.01260299 -0.02885797]
[ 0.9999206  -0.01260299 -0.02885797],[0.88961816],[ 0.99996924 -0.00784661  0.09513252]
[ 0.99996924 -0.00784661  0.09513252],[-0.8336959],[ 0.99995357 -0.00963689 -0.03580682]
[ 0.99995357 -0.00963689 -0.03580682],[0.80671024],[ 0.99998355 -0.0057384   0.07797205]
[ 0.99998355 -0.0057384   0.07797205],[-0.75873196],[ 0.99997    -0.00774543 -0.04014155]
[ 0.99997    -0.00774543 -0.04014155],[0.75064516],[ 0.9999903  -0.00441319  0.06664615]
[ 0.9999903  -0.00441319  0.06664615],[-0.704602],[ 0.99997866 -0.00653086 -0.04235404]
[ 0.99997866 -0.00653086 -0.04235404],[0.7081039],[ 0.99999356 -0.00358273  0.05896341]
[ 0.99999356 -0.00358273  0.05896341],[-0.66340625],[ 0.9999835  -0.00574443 -0.04323458]
[ 0.9999835  -0.00574443 -0.04323458],[0.6744733],[ 0.9999953  -0.00306305  0.05362809]
[ 0.9999953  -0.00306305  0.05362809],[-0.63122904],[ 0.9999863  -0.00523071 -0.04335355]
[ 0.9999863  -0.00523071 -0.04335355],[0.6475189],[ 0.99999624 -0.00273817  0.04985125]
[ 0.99999624 -0.00273817  0.04985125],[-0.6058049],[ 0.999988   -0.00489181 -0.04307312]
[ 0.999988   -0.00489181 -0.04307312],[0.6258242],[ 0.9999968  -0.00253524  0.04713166]
[ 0.9999968  -0.00253524  0.04713166],[-0.5856035],[ 0.9999891  -0.00466574 -0.0426103 ]
[ 0.9999891  -0.00466574 -0.0426103 ],[0.6083491],[ 0.9999971  -0.00240862  0.04514276]
[ 0.9999971  -0.00240862  0.04514276],[-0.5695038],[ 0.9999898  -0.00451307 -0.04208928]
[ 0.9999898  -0.00451307 -0.04208928],[0.5942762],[ 0.99999726 -0.00232972  0.04366735]
[ 0.99999726 -0.00232972  0.04366735],[-0.55664825],[ 0.9999903  -0.00440856 -0.04157718]
[ 0.9999903  -0.00440856 -0.04157718],[0.5829053],[ 0.9999974  -0.00228097  0.0425522 ]
[ 0.9999974  -0.00228097  0.0425522 ],[-0.5464349],[ 0.9999906  -0.00433714 -0.04112376]
[ 0.9999906  -0.00433714 -0.04112376],[0.57391787],[ 0.99999744 -0.0022516   0.04171107]
[ 0.99999744 -0.0022516   0.04171107],[-0.5383353],[ 0.9999908  -0.00428799 -0.04072794]
[ 0.9999908  -0.00428799 -0.04072794],[0.5668018],[ 0.9999975  -0.00223418  0.04107634]
[ 0.9999975  -0.00223418  0.04107634],[-0.5319375],[ 0.99999094 -0.00425366 -0.04038991]
[ 0.99999094 -0.00425366 -0.04038991],[0.5611496],[ 0.99999756 -0.00222406  0.04059228]
[ 0.99999756 -0.00222406  0.04059228],[-0.526868],[ 0.99999106 -0.00422935 -0.04010596]
[ 0.99999106 -0.00422935 -0.04010596],[0.55665183],[ 0.99999756 -0.00221837  0.0402198 ]
[-0.6791002  -0.73404557  0.45600712],[-0.25274038],[-0.6839461  -0.72953254 -0.13243811]
[-0.6839461  -0.72953254 -0.13243811],[-1.5662336],[-0.71657825 -0.6975067  -0.9145226 ]
[-0.71657825 -0.6975067  -0.9145226 ],[-1.9996338],[-0.7743986 -0.632698  -1.7375977]
[-0.7743986 -0.632698  -1.7375977],[-1.9999079],[-0.8475594  -0.53070056 -2.5121074 ]
[-0.8475594  -0.53070056 -2.5121074 ],[-1.9997228],[-0.9214801 -0.3884255 -3.210091 ]
[-0.9214801 -0.3884255 -3.210091 ],[-1.9986358],[-0.9782675  -0.20734681 -3.8012056 ]
[-0.9782675  -0.20734681 -3.8012056 ],[-1.997394],[-9.999922e-01  3.954191e-03 -4.256325e+00]
[-9.999922e-01  3.954191e-03 -4.256325e+00],[-1.996697],[-0.973301    0.22953255 -4.5528636 ]
[-0.973301    0.22953255 -4.5528636 ],[-1.995337],[-0.8935532   0.44895735 -4.680015  ]
[-0.8935532   0.44895735 -4.680015  ],[-1.9879159],[-0.7663396   0.64243567 -4.6414843 ]
[-0.7663396   0.64243567 -4.6414843 ],[-1.9940923],[-0.605334   0.7959716 -4.458771 ]
[-0.605334   0.7959716 -4.458771 ],[-1.9958653],[-0.4278627   0.90384376 -4.1611724 ]
[-0.4278627   0.90384376 -4.1611724 ],[-1.9965293],[-0.2502983  0.9681688 -3.7827692]
[-0.2502983  0.9681688 -3.7827692],[-1.9951075],[-0.08508988  0.9963733  -3.3559086 ]
[-0.08508988  0.9963733  -3.3559086 ],[-1.97048],[ 0.05998112  0.9981995  -2.9042008 ]
[ 0.05998112  0.9981995  -2.9042008 ],[-1.8785726],[ 0.18088281  0.98350465 -2.437337  ]
[ 0.18088281  0.98350465 -2.437337  ],[-1.7094386],[ 0.2760579  0.961141  -1.9561242]
[ 0.2760579  0.961141  -1.9561242],[-1.3273176],[ 0.34422058  0.9388888  -1.4343661 ]
[ 0.34422058  0.9388888  -1.4343661 ],[-0.7284708],[ 0.38331428  0.92361796 -0.83947015]
[ 0.38331428  0.92361796 -0.83947015],[0.1432302],[ 0.3890919   0.92119896 -0.12527213]
[ 0.3890919   0.92119896 -0.12527213],[1.2353382],[0.35423812 0.9351553  0.7509278 ]
[0.35423812 0.9351553  0.7509278 ],[1.38521],[0.2754862 0.961305  1.6600758]
[0.2754862 0.961305  1.6600758],[1.4384406],[0.14870088 0.98888224 2.5968206 ]
[0.14870088 0.98888224 2.5968206 ],[1.3279965],[-0.02762616  0.99961835  3.5376818 ]
[-0.02762616  0.99961835  3.5376818 ],[1.5933094],[-0.2512285  0.9679278  4.526392 ]
[-0.2512285  0.9679278  4.526392 ],[1.4633694],[-0.5034105   0.86404735  5.4718432 ]
[-0.5034105   0.86404735  5.4718432 ],[0.9429381],[-0.7450484  0.6670104  6.261319 ]
[-0.7450484  0.6670104  6.261319 ],[0.6987572],[-0.9260948   0.37729102  6.8663907 ]
[-0.9260948   0.37729102  6.8663907 ],[0.0558598],[-0.99958     0.02897843  7.157738  ]
[-0.99958     0.02897843  7.157738  ],[0.5049739],[-0.9448112  -0.32761523  7.255218  ]
[-0.9448112  -0.32761523  7.255218  ],[-0.07907295],[-0.7752657  -0.63163525  6.9976454 ]
[-0.7752657  -0.63163525  6.9976454 ],[-0.7196101],[-0.5365443  -0.84387213  6.4159775 ]
[-0.5365443  -0.84387213  6.4159775 ],[1.2631862],[-0.2645229 -0.9643794  5.9725513]
[-0.2645229 -0.9643794  5.9725513],[1.5952752],[ 0.00671867 -0.9999774   5.4885583 ]
[ 0.00671867 -0.9999774   5.4885583 ],[0.98438287],[ 0.24840213 -0.968657    4.8862324 ]
[ 0.24840213 -0.968657    4.8862324 ],[-0.30114698],[ 0.44104144 -0.89748675  4.1145678 ]
[ 0.44104144 -0.89748675  4.1145678 ],[0.05102348],[ 0.5885095 -0.8084903  3.4491062]
[ 0.5885095 -0.8084903  3.4491062],[0.10790896],[ 0.6976845  -0.71640515  2.8589249 ]
[ 0.6976845  -0.71640515  2.8589249 ],[0.2056303],[ 0.7769355 -0.6295802  2.3524654]
[ 0.7769355 -0.6295802  2.3524654],[0.21163034],[ 0.83348477 -0.55254245  1.9120249 ]
[ 0.83348477 -0.55254245  1.9120249 ],[0.3700695],[ 0.8738382 -0.4862168  1.5531285]
[ 0.8738382 -0.4862168  1.5531285],[0.42821908],[ 0.9025589  -0.43056634  1.2526988 ]
[ 0.9025589  -0.43056634  1.2526988 ],[0.7283652],[ 0.9236997 -0.3831173  1.0390288]
[ 0.9236997 -0.3831173  1.0390288],[0.87462044],[ 0.93970674 -0.34198132  0.88288385]
[ 0.93970674 -0.34198132  0.88288385],[0.882946],[ 0.95200276 -0.3060894   0.7588398 ]
[ 0.95200276 -0.3060894   0.7588398 ],[0.9214449],[ 0.9616863  -0.27415228  0.6674894 ]
[ 0.9616863  -0.27415228  0.6674894 ],[0.9271674],[ 0.96948856 -0.24513657  0.60095036]
[ 0.96948856 -0.24513657  0.60095036],[0.97108436],[ 0.97600156 -0.21776365  0.5627606 ]
[ 0.97600156 -0.21776365  0.5627606 ],[0.93222],[ 0.98151773 -0.19137122  0.5392708 ]
[ 0.98151773 -0.19137122  0.5392708 ],[0.8204403],[ 0.9861512 -0.1658487  0.5188085]
[ 0.9861512 -0.1658487  0.5188085],[0.48002338],[ 0.9897505  -0.1428074   0.46642545]
[ 0.9897505  -0.1428074   0.46642545],[0.4488864],[ 0.99257153 -0.1216625   0.42665285]
[ 0.99257153 -0.1216625   0.42665285],[0.19233632],[ 0.9946226  -0.1035658   0.36425644]
[ 0.9946226  -0.1035658   0.36425644],[0.41774607],[ 0.99627936 -0.08618259  0.349244  ]
[ 0.99627936 -0.08618259  0.349244  ],[-0.15777278],[ 0.997319   -0.07317711  0.26094115]
[ 0.997319   -0.07317711  0.26094115],[0.59179235],[ 0.9982893  -0.05846786  0.29482716]
[ 0.9982893  -0.05846786  0.29482716],[-0.78049314],[ 0.99865836 -0.05178294  0.1339023 ]
[ 0.99865836 -0.05178294  0.1339023 ],[1.1439903],[ 0.99926    -0.03846343  0.26666364]
[ 0.99926    -0.03846343  0.26666364],[-1.3168076],[ 0.99933547 -0.0364501   0.04029492]
[ 0.99933547 -0.0364501   0.04029492],[1.3142323],[ 0.99966323 -0.02595065  0.21009219]
[ 0.99966323 -0.02595065  0.21009219],[-1.2395828],[ 0.9996693  -0.02571614  0.00469179]
[ 0.9996693  -0.02571614  0.00469179],[1.1853871],[ 0.99984586 -0.01755744  0.16321275]
[ 0.99984586 -0.01755744  0.16321275],[-1.1079555],[ 0.9998314  -0.01836474 -0.01614865]
[ 0.9998314  -0.01836474 -0.01614865],[1.0467496],[ 0.9999279  -0.01201097  0.12709023]
[ 0.9999279  -0.01201097  0.12709023],[-0.96785355],[ 0.99991065 -0.01336566 -0.02709602]
[ 0.99991065 -0.01336566 -0.02709602],[0.91054726],[ 0.9999648  -0.00839287  0.09946182]
[ 0.9999648  -0.00839287  0.09946182],[-0.8515651],[ 0.9999488  -0.01012118 -0.03456761]
[ 0.9999488  -0.01012118 -0.03456761],[0.8195815],[ 0.9999815  -0.00608238  0.08077873]
[ 0.9999815  -0.00608238  0.08077873],[-0.7711265],[ 0.9999676  -0.00805493 -0.03945202]
[ 0.9999676  -0.00805493 -0.03945202],[0.7601125],[ 0.9999893  -0.00462882  0.06852366]
[ 0.9999893  -0.00462882  0.06852366],[-0.7138808],[ 0.99997735 -0.00673029 -0.04203007]
[ 0.99997735 -0.00673029 -0.04203007],[0.7155392],[ 0.9999931  -0.00371767  0.0602531 ]
[ 0.9999931  -0.00371767  0.0602531 ],[-0.67061317],[ 0.9999828  -0.005874   -0.04312713]
[ 0.9999828  -0.005874   -0.04312713],[0.68043184],[ 0.99999505 -0.00314743  0.05453214]
[ 0.99999505 -0.00314743  0.05453214],[-0.63691306],[ 0.9999859  -0.00531568 -0.04336539]
[ 0.9999859  -0.00531568 -0.04336539],[0.652323],[ 0.9999961  -0.00279088  0.05049631]
[ 0.9999961  -0.00279088  0.05049631],[-0.6103194],[ 0.9999878  -0.0049481  -0.04314476]
[ 0.9999878  -0.0049481  -0.04314476],[0.62970185],[ 0.9999967  -0.00256815  0.04759944]
[ 0.9999967  -0.00256815  0.04759944],[-0.58920074],[ 0.9999889  -0.00470347 -0.04270678]
[ 0.9999889  -0.00470347 -0.04270678],[0.61147547],[ 0.9999971  -0.00242914  0.04548693]
[ 0.9999971  -0.00242914  0.04548693],[-0.57237506],[ 0.9999897  -0.00453869 -0.04219118]
[ 0.9999897  -0.00453869 -0.04219118],[0.5967951],[ 0.99999726 -0.0023425   0.04392406]
[ 0.99999726 -0.0023425   0.04392406],[-0.5589433],[ 0.9999902 -0.0044262 -0.0416743]
[ 0.9999902 -0.0044262 -0.0416743],[0.5849595],[ 0.9999974  -0.00228871  0.04274997]
[ 0.9999974  -0.00228871  0.04274997],[-0.54828763],[ 0.9999905  -0.00434919 -0.04120971]
[ 0.9999905  -0.00434919 -0.04120971],[0.57553864],[ 0.99999744 -0.00225624  0.0418592 ]
[ 0.99999744 -0.00225624  0.0418592 ],[-0.5397942],[ 0.99999076 -0.00429633 -0.04080211]
[ 0.99999076 -0.00429633 -0.04080211],[0.5680876],[ 0.9999975  -0.00223691  0.04118878]
[ 0.9999975  -0.00223691  0.04118878],[-0.53309274],[ 0.99999094 -0.00425954 -0.04045281]
[ 0.99999094 -0.00425954 -0.04045281],[0.5621724],[ 0.9999975  -0.00222563  0.0406784 ]
[ 0.9999975  -0.00222563  0.0406784 ],[-0.52778316],[ 0.99999106 -0.00423353 -0.04015829]
[ 0.99999106 -0.00423353 -0.04015829],[0.55746436],[ 0.99999756 -0.00221923  0.04028621]
[ 0.17881045 -0.98388356  0.25690404],[1.9192705],[ 0.16930199 -0.98556423 -0.19311804]
[ 0.16930199 -0.98556423 -0.19311804],[1.8510506],[ 0.13695788 -0.99057686 -0.65463364]
[ 0.13695788 -0.99057686 -0.65463364],[1.0874319],[ 0.07559495 -0.9971386  -1.2344515 ]
[ 0.07559495 -0.9971386  -1.2344515 ],[-1.200333],[-0.03244495 -0.9994735  -2.1623554 ]
[-0.03244495 -0.9994735  -2.1623554 ],[-1.5804479],[-0.18876268 -0.98202276 -3.1490278 ]
[-0.18876268 -0.98202276 -3.1490278 ],[-0.901598],[-0.3810588 -0.9245508 -4.0207844]
[-0.3810588 -0.9245508 -4.0207844],[-0.1540258],[-0.5873708  -0.80931795 -4.7373013 ]
[-0.5873708  -0.80931795 -4.7373013 ],[-0.7057766],[-0.7835221 -0.6213639 -5.450156 ]
[-0.7835221 -0.6213639 -5.450156 ],[-1.1054577],[-0.93362945 -0.3582402  -6.081998  ]
[-0.93362945 -0.3582402  -6.081998  ],[-1.2941736],[-0.999234   -0.03913209 -6.544804  ]
[-0.999234   -0.03913209 -6.544804  ],[-1.7687781],[-0.9544959   0.29822397 -6.83947   ]
[-0.9544959   0.29822397 -6.83947   ],[-1.5870388],[-0.79878443  0.60161734 -6.8538575 ]
[-0.79878443  0.60161734 -6.8538575 ],[0.07751179],[-0.5693551   0.82209176 -6.391018  ]
[-0.5693551   0.82209176 -6.391018  ],[-0.61907697],[-0.3073011   0.95161235 -5.8673105 ]
[-0.3073011   0.95161235 -5.8673105 ],[-1.2359724],[-0.04539013  0.9989693  -5.3389974 ]
[-0.04539013  0.9989693  -5.3389974 ],[-1.4333314],[ 0.19360247  0.98108006 -4.80477   ]
[ 0.19360247  0.98108006 -4.80477   ],[-1.6403564],[ 0.39914435  0.9168881  -4.3150134 ]
[ 0.39914435  0.9168881  -4.3150134 ],[-1.301397],[ 0.56605405  0.8243681  -3.822557  ]
[ 0.56605405  0.8243681  -3.822557  ],[-0.28522134],[ 0.6918618  0.7220299 -3.247064 ]
[ 0.6918618  0.7220299 -3.247064 ],[0.07045794],[ 0.7825886  0.6225392 -2.694973 ]
