State,Action,NextState
[ 0.89186986 -1.6825326 ],-1.9999988,[ 0.82192751 -1.39884694]
[ 0.82192751 -1.39884694],-1.9999982,[ 0.76445241 -1.14950208]
[ 0.76445241 -1.14950208],-1.9999976,[ 0.71793264 -0.93039532]
[ 0.71793264 -0.93039532],-1.9999973,[ 0.68108148 -0.73702315]
[ 0.68108148 -0.73702315],-1.9999973,[ 0.65284161 -0.56479755]
[ 0.65284161 -0.56479755],-1.9999974,[ 0.63238098 -0.40921257]
[ 0.63238098 -0.40921257],-1.9999979,[ 0.61908538 -0.26591201]
[ 0.61908538 -0.26591201],-1.9999981,[ 0.61255069 -0.13069383]
[ 0.61255069 -0.13069383],-1.9999982,[6.12576867e-01 5.23631664e-04]
[6.12576867e-01 5.23631664e-04],-1.9999986,[0.61916472 0.13175711]
[0.61916472 0.13175711],-1.9999987,[0.63251591 0.26702366]
[0.63251591 0.26702366],-1.9999988,[0.65303619 0.4104057 ]
[0.65303619 0.4104057 ],-1.9999989,[0.68134151 0.56610636]
[0.68134151 0.56610636],-1.9999992,[0.71826567 0.73848317]
[0.71826567 0.73848317],-1.9999994,[0.76486782 0.93204311]
[0.76486782 0.93204311],-1.9999994,[0.82243654 1.15137443]
[0.82243654 1.15137443],-1.9999994,[0.89248549 1.40097896]
[0.89248549 1.40097896],-1.9999992,[0.97673321 1.68495439]
[0.97673321 1.68495439],-1.9999975,[1.0770562  2.00645972]
[1.0770562  2.00645972],-1.9999607,[1.19540072 2.36689049]
[1.19540072 2.36689049],-1.9919409,[1.33369429 2.76587135]
[1.33369429 2.76587135],1.4230456,[1.51911155 3.70834526]
[1.51911155 3.70834526],1.9997575,[1.75697692 4.75730736]
[1.75697692 4.75730736],2.0,[2.04669423 5.79434616]
[2.04669423 5.79434616],2.0,[2.3847446  6.76100745]
[2.3847446  6.76100745],2.0,[2.76354373 7.57598249]
[2.76354373 7.57598249],2.0,[3.16354373 8.        ]
[3.16354373 8.        ],2.0,[3.56354373 8.        ]
[3.56354373 8.        ],1.4238696,[3.95886495 7.90642456]
[3.95886495 7.90642456],-2.0,[4.3118381  7.05946289]
[4.3118381  7.05946289],-1.9999999,[4.61527951 6.06882816]
[4.61527951 6.06882816],-1.9999933,[4.86639764 5.02236273]
[4.86639764 5.02236273],-1.9982854,[5.06547249 3.98149685]
[5.06547249 3.98149685],-1.1053572,[5.22107049 3.11196009]
[5.22107049 3.11196009],1.9544485,[5.35857483 2.7500868 ]
[5.35857483 2.7500868 ],1.657392,[5.47857013 2.3999059 ]
[5.47857013 2.3999059 ],0.60503674,[5.57608205 1.95023851]
[5.57608205 1.95023851],1.6099415,[5.66130725 1.70450404]
[5.66130725 1.70450404],1.1671894,[5.73344028 1.44266046]
[5.73344028 1.44266046],1.5926795,[5.79792578 1.28971   ]
[5.79792578 1.28971   ],1.1925383,[5.85386389 1.11876228]
[5.85386389 1.11876228],1.2498474,[5.90356634 0.99404897]
[5.90356634 0.99404897],0.79925776,[5.94536697 0.83601269]
[5.94536697 0.83601269],1.0773339,[5.982819   0.74904063]
[5.982819   0.74904063],0.6937163,[6.01437878 0.63119548]
[6.01437878 0.63119548],0.69608974,[6.04119994 0.53642318]
[6.04119994 0.53642318],0.6561079,[6.06395576 0.4551164 ]
[6.06395576 0.4551164 ],0.6733775,[6.0836065  0.39301477]
[6.0836065  0.39301477],0.70151114,[6.10108395 0.34954905]
[6.10108395 0.34954905],0.68281937,[6.11689142 0.31614952]
[6.11689142 0.31614952],0.65525246,[6.13140597 0.29029101]
[6.13140597 0.29029101],0.63210654,[6.14499143 0.27170905]
[6.14499143 0.27170905],0.5958657,[6.15788008 0.25777308]
[6.15788008 0.25777308],0.5502279,[6.17020879 0.24657408]
[6.17020879 0.24657408],0.48247695,[6.18192845 0.23439337]
[6.18192845 0.23439337],0.40760875,[6.19291454 0.21972175]
[6.19291454 0.21972175],0.25820827,[6.20245663 0.19084183]
[6.20245663 0.19084183],0.32658625,[6.21142408 0.179349  ]
[6.21142408 0.179349  ],0.049411774,[6.21807338 0.13298603]
[6.21807338 0.13298603],0.43273568,[6.22552823 0.14909694]
[6.22552823 0.14909694],-0.17933357,[6.22947713 0.07897805]
[6.22947713 0.07897805],0.47267556,[6.23495801 0.10961762]
[6.23495801 0.10961762],0.018352032,[6.23876871 0.07621397]
[ 1.84221365 -0.74177994],2.0,[1.85625185 0.28076398]
[1.85625185 0.28076398],2.0,[1.92127255 1.30041409]
[1.92127255 1.30041409],2.0,[2.0365136  2.30482107]
[2.0365136  2.30482107],2.0,[2.2002609  3.27494584]
[2.2002609  3.27494584],2.0,[2.40932104 4.18120297]
[2.40932104 4.18120297],2.0,[2.65845222 4.98262346]
[2.65845222 4.98262346],2.0,[2.94000448 5.6310453 ]
[2.94000448 5.6310453 ],2.0,[3.24406521 6.08121449]
[3.24406521 6.08121449],2.0,[3.55928993 6.30449451]
[3.55928993 6.30449451],2.0,[3.87430253 6.30025192]
[3.87430253 6.30025192],1.9149566,[4.17859405 6.08583052]
[4.17859405 6.08583052],-0.8891201,[4.44393409 5.30680071]
[4.44393409 5.30680071],1.9222517,[4.68753419 4.87200206]
[4.68753419 4.87200206],1.6233401,[4.90582093 4.36573472]
[4.90582093 4.36573472],0.6701019,[5.09233279 3.73023728]
[5.09233279 3.73023728],1.1664693,[5.25276747 3.20869357]
[5.25276747 3.20869357],0.89100456,[5.38772791 2.69920874]
[5.38772791 2.69920874],1.1964965,[5.5023935  2.29331188]
[5.5023935  2.29331188],0.8367777,[5.59694085 1.89094696]
[5.59694085 1.89094696],1.4928374,[5.67892312 1.63964538]
[5.67892312 1.63964538],1.3075337,[5.74940608 1.40965914]
[5.74940608 1.40965914],1.464417,[5.81179252 1.24772883]
[5.81179252 1.24772883],1.2023447,[5.86616676 1.08748482]
[5.86616676 1.08748482],1.1666617,[5.9141021  0.95870685]
[5.9141021  0.95870685],0.8130441,[5.95460675 0.81009306]
[5.95460675 0.81009306],1.0056365,[5.99055251 0.71891507]
[5.99055251 0.71891507],0.70857024,[6.02099476 0.60884503]
[6.02099476 0.60884503],0.6817062,[6.04682992 0.51670332]
[6.04682992 0.51670332],0.64620113,[6.06873057 0.43801281]
[6.06873057 0.43801281],0.68508935,[6.08778883 0.3811652 ]
[6.08778883 0.3811652 ],0.7029884,[6.10483867 0.34099684]
[6.10483867 0.34099684],0.67607427,[6.12030647 0.30935597]
[6.12030647 0.30935597],0.6515963,[6.13458025 0.2854757 ]
[6.13458025 0.2854757 ],0.6250875,[6.14798999 0.2681948 ]
[6.14798999 0.2681948 ],0.58607864,[6.16074093 0.25501871]
[6.16074093 0.25501871],0.5390718,[6.1729547  0.24427549]
[6.1729547  0.24427549],0.46201706,[6.18450832 0.23107242]
[6.18450832 0.23107242],0.39454865,[6.19532667 0.21636702]
[6.19532667 0.21636702],0.19457293,[6.20431386 0.17974372]
[6.20431386 0.17974372],0.40454626,[6.21338053 0.18133339]
[6.21338053 0.18133339],-0.11092198,[6.21899973 0.11238401]
[6.21899973 0.11238401],0.49011302,[6.22588947 0.13779483]
[6.22588947 0.13779483],0.019192219,[6.23077573 0.09772529]
[6.23077573 0.09772529],0.37263417,[6.2364923  0.11433123]
[6.2364923  0.11433123],-0.16197145,[6.23924372 0.05502848]
[-2.8638608   0.97197449],2.0,[-2.81054364  1.06634315]
[-2.81054364  1.06634315],2.0,[-2.75441531  1.12256671]
[-2.75441531  1.12256671],2.0,[-2.69744608  1.13938455]
[-2.69744608  1.13938455],2.0,[-2.64159013  1.11711899]
[-2.64159013  1.11711899],2.0,[-2.58871272  1.05754818]
[-2.58871272  1.05754818],2.0,[-2.54052807  0.96369298]
[-2.54052807  0.96369298],1.9999995,[-2.49855046  0.83955231]
[-2.49855046  0.83955231],1.9951,[-2.46409582  0.68909271]
[-2.46409582  0.68909271],-1.8864042,[-2.46729589 -0.06400141]
[-2.46729589 -0.06400141],-2.0,[-2.50890902 -0.83226251]
[-2.50890902 -0.83226251],-2.0,[-2.58769631 -1.57574583]
[-2.58769631 -1.57574583],-2.0,[-2.70120879 -2.27024956]
[-2.70120879 -2.27024956],-2.0,[-2.84570702 -2.88996462]
[-2.84570702 -2.88996462],-2.0,[-3.01613977 -3.40865495]
[-3.01613977 -3.40865495],-2.0,[-3.20626467 -3.80249801]
[-3.20626467 -3.80249801],-1.9999999,[-3.40896606 -4.05402778]
[-3.40896606 -4.05402778],-1.9999985,[-3.61675997 -4.15587824]
[-3.61675997 -4.15587824],-1.9999977,[-3.82239809 -4.11276248]
[-3.82239809 -4.11276248],-1.9999988,[-4.01943299 -3.94069797]
[-4.01943299 -3.94069797],-1.9999992,[-4.20261684 -3.66367706]
[-4.20261684 -3.66367706],-1.9999998,[-4.3680686  -3.30903523]
[-4.3680686  -3.30903523],-1.9999979,[-4.51322141 -2.9030561 ]
[-4.51322141 -2.9030561 ],-1.9783398,[-4.63645308 -2.46463335]
[-4.63645308 -2.46463335],1.9981644,[-4.70730658 -1.41707   ]
[-4.70730658 -1.41707   ],2.0,[-4.72566056 -0.36707969]
[-4.72566056 -0.36707969],2.0,[-4.69151785  0.68285426]
[-4.69151785  0.68285426],2.0,[-4.6048833   1.73269092]
[-4.6048833   1.73269092],2.0,[-4.46596525  2.77836104]
[-4.46596525  2.77836104],2.0,[-4.27568003  3.8057043 ]
[-4.27568003  3.8057043 ],2.0,[-4.03641425  4.78531571]
[-4.03641425  4.78531571],2.0,[-3.75289481  5.67038881]
[-3.75289481  5.67038881],2.0,[-3.43285283  6.40083953]
[-3.43285283  6.40083953],2.0,[-3.08704237  6.91620919]
[-3.08704237  6.91620919],2.0,[-2.72827653  7.17531677]
[-2.72827653  7.17531677],1.9999895,[-2.36957259  7.17407889]
[-2.36957259  7.17407889],-1.9998422,[-2.05202686  6.35091453]
[-2.05202686  6.35091453],-1.9949348,[-1.78268412  5.3868548 ]
[-1.78268412  5.3868548 ],0.9079628,[-1.543193    4.78982249]
[-1.543193    4.78982249],1.2255273,[-1.33199613  4.22393729]
[-1.33199613  4.22393729],0.71292686,[-1.15188816  3.60215946]
[-1.15188816  3.60215946],1.142082,[-0.99747208  3.08832156]
[-0.99747208  3.08832156],0.9549837,[-0.86739747  2.60149227]
[-0.86739747  2.60149227],1.0925374,[-0.75772813  2.19338675]
[-0.75772813  2.19338675],1.0208097,[-0.66617546  1.8310535 ]
[-0.66617546  1.8310535 ],1.3904347,[-0.58736891  1.57613094]
[-0.58736891  1.57613094],1.4330859,[-0.5185957   1.37546421]
[-0.5185957   1.37546421],1.3546584,[-0.45824984  1.20691724]
[-0.45824984  1.20691724],1.2199254,[-0.40534375  1.05812166]
[-0.40534375  1.05812166],1.0623524,[-0.35925758  0.92172351]
[-0.35925758  0.92172351],0.87935424,[-0.31976047  0.78994217]
[-0.31976047  0.78994217],0.91643405,[-0.28517783  0.69165289]
[-0.28517783  0.69165289],0.7162523,[-0.25577309  0.58809466]
[-0.25577309  0.58809466],0.66432095,[-0.23087321  0.49799773]
[-0.23087321  0.49799773],0.64771223,[-0.20969651  0.42353383]
[-0.20969651  0.42353383],0.69004536,[-0.1911506   0.37091833]
[-0.1911506   0.37091833],0.696954,[-0.1745021   0.33296994]
[-0.1745021   0.33296994],0.6667628,[-0.15936355  0.302771  ]
[-0.15936355  0.302771  ],0.6465893,[-0.14532645  0.280742  ]
[-0.14532645  0.280742  ],0.6171217,[-0.13209152  0.26469867]
[-0.13209152  0.26469867],0.575526,[-0.11947918  0.25224677]
[-0.11947918  0.25224677],0.52489233,[-0.10739997  0.24158428]
[-0.10739997  0.24158428],0.44259238,[-0.09602107  0.22757793]
[-0.09602107  0.22757793],0.35802555,[-0.08555224  0.20937657]
[-0.08555224  0.20937657],0.21380281,[-0.07668419  0.17736106]
[-0.07668419  0.17736106],0.35855913,[-0.06799978  0.17368814]
[-0.06799978  0.17368814],-0.058499694,[-0.06230215  0.11395264]
[-0.06230215  0.11395264],0.4702654,[-0.05541235  0.13779606]
[-0.05541235  0.13779606],-0.09094107,[-0.0512815   0.08261691]
[-0.0512815   0.08261691],0.44878125,[-0.04570701  0.11148983]
[-0.04570701  0.11148983],-0.16674304,[-0.04309651  0.05221005]
[ 2.36608889 -0.99666464],2.0,[ 2.35750851 -0.17160773]
[ 2.35750851 -0.17160773],2.0,[2.39040976 0.65802503]
[2.39040976 0.65802503],2.0,[2.4639049  1.46990288]
[2.4639049  1.46990288],2.0,[2.5759123  2.24014793]
[2.5759123  2.24014793],2.0,[2.72301933 2.94214067]
[2.72301933 2.94214067],2.0,[2.90036852 3.54698368]
[2.90036852 3.54698368],2.0,[3.10167613 4.02615231]
[3.10167613 4.02615231],2.0,[3.31948022 4.35608175]
[3.31948022 4.35608175],2.0,[3.54564865 4.5233686 ]
[3.54564865 4.5233686 ],2.0,[3.77207392 4.52850539]
[3.77207392 4.52850539],2.0,[3.99139168 4.38635522]
[3.99139168 4.38635522],2.0,[4.1975414 4.1229944]
[4.1975414 4.1229944],2.0,[4.38605233 3.77021857]
[4.38605233 3.77021857],2.0,[4.55404239 3.35980126]
[4.55404239 3.35980126],2.0,[4.7000016  2.91918424]
[4.7000016  2.91918424],2.0,[4.82346369 2.46924179]
[4.82346369 2.46924179],2.0,[4.92465687 2.02386363]
[4.92465687 2.02386363],2.0,[5.00419172 1.5906969 ]
[5.00419172 1.5906969 ],2.0,[5.06281181 1.17240179]
[5.06281181 1.17240179],2.0,[5.10121086 0.76798105]
[5.10121086 0.76798105],1.9999957,[5.11990902 0.37396317]
[5.11990902 0.37396317],1.9998477,[ 5.11917704 -0.01463959]
[ 5.11917704 -0.01463959],1.9834743,[ 5.09888125 -0.40591575]
[ 5.09888125 -0.40591575],1.1940954,[ 5.05280729 -0.92147917]
[ 5.05280729 -0.92147917],-1.958442,[ 4.95669695 -1.92220677]
[ 4.95669695 -1.92220677],-1.9874481,[ 4.80929432 -2.9480527 ]
[ 4.80929432 -2.9480527 ],-1.9956839,[ 4.60959999 -3.99388655]
[ 4.60959999 -3.99388655],-1.989861,[ 4.35767964 -5.0384071 ]
[ 4.35767964 -5.0384071 ],-1.8516715,[ 4.05670622 -6.01946843]
[ 4.05670622 -6.01946843],-1.5608484,[ 3.71430274 -6.84806955]
[ 3.71430274 -6.84806955],-1.5412905,[ 3.34001789 -7.4856969 ]
[ 3.34001789 -7.4856969 ],-1.1255894,[ 2.94989891 -7.80237959]
[ 2.94989891 -7.80237959],-0.0064578056,[ 2.56687607 -7.66045685]
[ 2.56687607 -7.66045685],-0.3778212,[ 2.20140446 -7.30943233]
[ 2.20140446 -7.30943233],-0.23599756,[ 1.86445045 -6.73908015]
[ 1.86445045 -6.73908015],1.2351975,[ 1.57265514 -5.83590609]
[ 1.57265514 -5.83590609],1.0813813,[ 1.32647013 -4.92370019]
[ 1.32647013 -4.92370019],0.0069069862,[ 1.1167232  -4.19493873]
[ 1.1167232  -4.19493873],0.0327785,[ 0.94092215 -3.51602098]
[ 0.94092215 -3.51602098],-1.3858343,[ 0.78503115 -3.11781991]
[ 0.78503115 -3.11781991],-1.560041,[ 0.64394662 -2.82169064]
[ 0.64394662 -2.82169064],-0.7802298,[ 0.51952373 -2.48845785]
[ 0.51952373 -2.48845785],0.012296438,[ 0.41381056 -2.11426331]
[ 0.41381056 -2.11426331],0.55088663,[ 0.32730784 -1.73005444]
[ 0.32730784 -1.73005444],0.5686407,[ 0.25712598 -1.40363711]
[ 0.25712598 -1.40363711],0.2225573,[ 0.19814964 -1.17952696]
[ 0.19814964 -1.17952696],0.24647045,[ 0.1484039  -0.99491476]
[ 0.1484039  -0.99491476],0.31885147,[ 0.10659429 -0.83619222]
[ 0.10659429 -0.83619222],0.40608883,[ 0.07182006 -0.69548449]
[ 0.07182006 -0.69548449],0.44334364,[ 0.04306185 -0.57516419]
[ 0.04306185 -0.57516419],0.45116878,[ 0.01930173 -0.47520247]
[ 0.01930173 -0.47520247],0.48136258,[-1.24404363e-04 -3.88522680e-01]
[-1.24404363e-04 -3.88522680e-01],0.4914174,[-0.01586957 -0.31490337]
[-0.01586957 -0.31490337],0.50961876,[-0.02838768 -0.25036224]
[-0.02838768 -0.25036224],0.52422047,[-0.03803854 -0.19301707]
[-0.03803854 -0.19301707],0.53946686,[-0.04506949 -0.14061907]
[-0.04506949 -0.14061907],0.549593,[-0.04966803 -0.0919708 ]
[-0.04966803 -0.0919708 ],0.55296946,[-0.05198109 -0.04626109]
[ 0.50596528 -0.87205144],-1.9998184,[ 0.46553852 -0.80853521]
[ 0.46553852 -0.80853521],-1.9996451,[ 0.42694832 -0.77180392]
[ 0.42694832 -0.77180392],-1.9992414,[ 0.38889238 -0.76111888]
[ 0.38889238 -0.76111888],-1.9981389,[ 0.35006903 -0.77646691]
[ 0.35006903 -0.77646691],-1.9944878,[ 0.30914813 -0.81841809]
[ 0.30914813 -0.81841809],-1.9746532,[ 0.2648266  -0.88643063]
[ 0.2648266  -0.88643063],-1.7582788,[ 0.2171333  -0.95386602]
[ 0.2171333  -0.95386602],-0.26395178,[ 0.17553902 -0.83188545]
[ 0.17553902 -0.83188545],0.067014694,[ 0.14099632 -0.69085407]
[ 0.14099632 -0.69085407],0.14577365,[ 0.11281678 -0.56359081]
[ 0.11281678 -0.56359081],0.18424201,[ 0.09024071 -0.45152129]
[ 0.09024071 -0.45152129],0.18354607,[ 0.07242068 -0.35640067]
[ 0.07242068 -0.35640067],0.17034578,[ 0.05859164 -0.27658076]
[ 0.05859164 -0.27658076],0.008295059,[ 0.04702075 -0.2314179 ]
[ 0.04702075 -0.2314179 ],0.022401571,[ 0.03738049 -0.1928051 ]
[ 0.03738049 -0.1928051 ],0.011675596,[ 0.02922925 -0.16302492]
[ 0.02922925 -0.16302492],0.030334473,[ 0.02240145 -0.13655594]
[ 0.02240145 -0.13655594],0.03912306,[ 0.01670706 -0.11388779]
[ 0.01670706 -0.11388779],0.038894653,[ 0.01193087 -0.09552388]
[-2.52481632  0.58075929],-1.9939663,[-2.53242342 -0.15214202]
[-2.53242342 -0.15214202],-2.0,[-2.5764875  -0.88128176]
[-2.5764875  -0.88128176],-2.0,[-2.65563302 -1.58291023]
[-2.65563302 -1.58291023],-2.0,[-2.76729317 -2.23320306]
[-2.76729317 -2.23320306],-2.0,[-2.9076641  -2.80741852]
[-2.9076641  -2.80741852],-2.0,[-3.07172755 -3.28126916]
[-3.07172755 -3.28126916],-2.0,[-3.25340882 -3.63362537]
[-3.25340882 -3.63362537],-2.0,[-3.44590572 -3.84993789]
[-3.44590572 -3.84993789],-1.9999988,[-3.64216618 -3.9252093 ]
[-3.64216618 -3.9252093 ],-1.9999989,[-3.83542931 -3.86526256]
[-3.83542931 -3.86526256],-1.9999992,[-4.0197115  -3.68564381]
[-4.0197115  -3.68564381],-1.9999994,[-4.19013598 -3.40848952]
[-4.19013598 -3.40848952],-1.9999998,[-4.34305929 -3.05846636]
[-4.34305929 -3.05846636],-1.9999764,[-4.47601108 -2.65903567]
[-4.47601108 -2.65903567],1.6341982,[-4.56024915 -1.6847615 ]
[-4.56024915 -1.6847615 ],2.0,[-4.59242039 -0.64342472]
[-4.59242039 -0.64342472],2.0,[-4.57236116  0.40118458]
[-4.57236116  0.40118458],2.0,[-4.50016898  1.44384366]
[-4.50016898  1.44384366],2.0,[-4.37631808  2.47701795]
[-4.37631808  2.47701795],2.0,[-4.20206502  3.48506122]
[-4.20206502  3.48506122],2.0,[-3.98008997  4.43950095]
[-3.98008997  4.43950095],2.0,[-3.71522845  5.29723042]
[-3.71522845  5.29723042],2.0,[-3.41501607  6.00424752]
[-3.41501607  6.00424752],2.0,[-3.0896776   6.50676946]
[-3.0896776   6.50676946],2.0,[-2.75128507  6.76785066]
[-2.75128507  6.76785066],2.0,[-2.41216027  6.78249599]
[-2.41216027  6.78249599],-1.9051251,[-2.11231565  5.9968923 ]
[-2.11231565  5.9968923 ],0.7330692,[-1.83910776  5.46415777]
[-1.83910776  5.46415777],1.3010311,[-1.59230039  4.9361475 ]
[-1.59230039  4.9361475 ],1.0258172,[-1.37529072  4.34019347]
[-1.37529072  4.34019347],0.92286277,[-1.18814518  3.74291071]
[-1.18814518  3.74291071],0.9139085,[-1.02893326  3.18423848]
[-1.02893326  3.18423848],1.1398158,[-0.89330081  2.71264886]
[-0.89330081  2.71264886],0.9409337,[-0.77982931  2.2694301 ]
[-0.77982931  2.2694301 ],1.1147888,[-0.68436532  1.90927987]
[-0.68436532  1.90927987],1.2265778,[-0.60340879  1.6191305 ]
[-0.60340879  1.6191305 ],1.4941905,[-0.53252531  1.41766963]
[-0.53252531  1.41766963],1.3352621,[-0.47066651  1.23717601]
[-0.47066651  1.23717601],1.3117514,[-0.41597509  1.0938284 ]
[-0.41597509  1.0938284 ],1.0214372,[-0.36877597  0.94398243]
[-0.36877597  0.94398243],0.96998906,[-0.3278197   0.81912532]
[-0.3278197   0.81912532],0.93224573,[-0.29194583  0.71747747]
[-0.29194583  0.71747747],0.7023349,[-0.26159755  0.60696551]
[-0.26159755  0.60696551],0.6798601,[-0.23584873  0.51497647]
[-0.23584873  0.51497647],0.64629817,[-0.21401523  0.43666997]
[-0.21401523  0.43666997],0.6855655,[-0.19500444  0.38021586]
[-0.19500444  0.38021586],0.70243645,[-0.17799178  0.34025317]
[-0.17799178  0.34025317],0.67522144,[-0.16255446  0.3087463 ]
[-0.16255446  0.3087463 ],0.6511383,[-0.14830259  0.28503741]
[-0.14830259  0.28503741],0.6243546,[-0.13490905  0.26787092]
[-0.13490905  0.26787092],0.58510804,[-0.12217095  0.25476199]
[-0.12217095  0.25476199],0.5378585,[-0.10996893  0.24404032]
[-0.10996893  0.24404032],0.46015,[-0.09843132  0.23075225]
[-0.09843132  0.23075225],0.39332676,[-0.08762897  0.21604693]
[-0.08762897  0.21604693],0.18850708,[-0.0786947   0.17868534]
[-0.0786947   0.17868534],0.41021967,[-0.0696318   0.18125816]
[-0.0696318   0.18125816],-0.119858146,[-0.06407691  0.11109779]
[-0.06407691  0.11109779],0.49180055,[-0.05723475  0.13684307]
[-0.05723475  0.13684307],0.033216953,[-0.05228861  0.09892298]
[-0.05228861  0.09892298],0.35787463,[-0.04661833  0.11340559]
[-0.04661833  0.11340559],-0.14834952,[-0.04380822  0.05620208]
[-2.6610456   0.50362864],-1.7870245,[-2.66660176 -0.11112329]
[-2.66660176 -0.11112329],-2.0,[-2.70430782 -0.75412105]
[-2.70430782 -0.75412105],-2.0,[-2.77289442 -1.37173206]
[-2.77289442 -1.37173206],-2.0,[-2.86999608 -1.94203315]
[-2.86999608 -1.94203315],-2.0,[-2.99215785 -2.44323553]
[-2.99215785 -2.44323553],-2.0,[-3.1349026  -2.85489497]
[-3.1349026  -2.85489497],-2.0,[-3.29289822 -3.15991247]
[-3.29289822 -3.15991247],-2.0,[-3.46024151 -3.34686578]
[-3.46024151 -3.34686578],-1.9999994,[-3.63083666 -3.4119029 ]
[-3.63083666 -3.4119029 ],-1.9999994,[-3.79880835 -3.35943377]
[-3.79880835 -3.35943377],-1.9999994,[-3.95887072 -3.20124751]
[-3.95887072 -3.20124751],-1.9999994,[-4.10658486 -2.9542828 ]
[-4.10658486 -2.9542828 ],-1.9999982,[-4.23847232 -2.63774917]
[-4.23847232 -2.63774917],-1.6464994,[-4.34934149 -2.21738334]
[-4.34934149 -2.21738334],1.9999986,[-4.41015496 -1.21626936]
[-4.41015496 -1.21626936],2.0,[-4.42016815 -0.20026393]
[-4.42016815 -0.20026393],2.0,[-4.37927111  0.81794092]
[-4.37927111  0.81794092],2.0,[-4.28793553  1.82671148]
[-4.28793553  1.82671148],2.0,[-4.14742756  2.81015945]
[-4.14742756  2.81015945],2.0,[-3.96024674  3.74361639]
[-3.96024674  3.74361639],2.0,[-3.73068241  4.59128661]
[-3.73068241  4.59128661],2.0,[-3.46528291  5.30798993]
[-3.46528291  5.30798993],2.0,[-3.17295589  5.84654044]
[-3.17295589  5.84654044],2.0,[-2.86445294  6.17005901]
[-2.86445294  6.17005901],2.0,[-2.5512102   6.26485479]
[-2.5512102   6.26485479],1.9999983,[-2.24384293  6.14734546]
[-2.24384293  6.14734546],1.3687856,[-1.95553199  5.7662187 ]
[-1.95553199  5.7662187 ],0.059580326,[-1.70153287  5.07998249]
[-1.70153287  5.07998249],1.8008723,[-1.47120718  4.60651373]
[-1.47120718  4.60651373],1.0960145,[-1.26997558  4.02463208]
[-1.26997558  4.02463208],0.7415476,[-1.09899838  3.41954401]
[-1.09899838  3.41954401],1.1811471,[-0.9525658   2.92865164]
[-0.9525658   2.92865164],0.9811063,[-0.82933387  2.4646386 ]
[-0.82933387  2.4646386 ],1.0101233,[-0.72618157  2.06304585]
[-0.72618157  2.06304585],1.183594,[-0.63905305  1.74257041]
[-0.63905305  1.74257041],1.3437309,[-0.56421289  1.49680332]
[-0.56421289  1.49680332],1.5135314,[-0.49807439  1.32276989]
[-0.49807439  1.32276989],1.2602954,[-0.44039874  1.15351312]
[-0.44039874  1.15351312],1.222095,[-0.38954363  1.01710223]
[-0.38954363  1.01710223],0.9196191,[-0.34603261  0.87022039]
[-0.34603261  0.87022039],0.99634504,[-0.30776781  0.76529596]
[-0.30776781  0.76529596],0.7733383,[-0.27506293  0.65409764]
[-0.27506293  0.65409764],0.703099,[-0.24727008  0.55585687]
[-0.24727008  0.55585687],0.66337204,[-0.22368037  0.47179418]
[-0.22368037  0.47179418],0.66112185,[-0.20345049  0.40459761]
[-0.20345049  0.40459761],0.6966481,[-0.18557262  0.35755743]
[-0.18557262  0.35755743],0.6887922,[-0.16944791  0.32249425]
[-0.16944791  0.32249425],0.65847707,[-0.15470855  0.29478717]
[-0.15470855  0.29478717],0.6384735,[-0.1409591   0.27498909]
[-0.1409591   0.27498909],0.6048031,[-0.1279421   0.26033998]
[-0.1279421   0.26033998],0.5604472,[-0.11550649  0.24871207]
[-0.11550649  0.24871207],0.501178,[-0.10363392  0.23745141]
[-0.10363392  0.23745141],0.41966844,[-0.09249316  0.22281528]
[-0.09249316  0.22281528],0.30424523,[-0.08253411  0.19918107]
[-0.08253411  0.19918107],0.25577068,[-0.07374829  0.17571634]
[-0.07374829  0.17571634],0.23746824,[-0.06594451  0.15607549]
[-0.06594451  0.15607549],0.17613673,[-0.05929084  0.13307345]
[-0.05929084  0.13307345],0.21766877,[-0.05322676  0.12128168]
[-0.05322676  0.12128168],0.09003997,[-0.04848243  0.09488646]
[-0.04848243  0.09488646],0.2783656,[-0.04346775  0.10029372]
[-0.04346775  0.10029372],-0.084898114,[-0.04071933  0.05496845]
[ 0.61005897 -0.96571493],-1.9999791,[ 0.56825772 -0.83602495]
[ 0.56825772 -0.83602495],-1.9999647,[ 0.5316379  -0.73239636]
[ 0.5316379  -0.73239636],-1.9999485,[ 0.49902894 -0.65217924]
[ 0.49902894 -0.65217924],-1.9999291,[ 0.469367   -0.59323876]
[ 0.469367   -0.59323876],-1.9998991,[ 0.44166789 -0.55398226]
[ 0.44166789 -0.55398226],-1.9998441,[ 0.41499924 -0.53337295]
[ 0.41499924 -0.53337295],-1.9997394,[ 0.38845214 -0.53094193]
[ 0.38845214 -0.53094193],-1.9995065,[ 0.36111211 -0.54680065]
[ 0.36111211 -0.54680065],-1.9988999,[ 0.33202964 -0.58164951]
[ 0.33202964 -0.58164951],-1.997071,[ 0.30019272 -0.63673831]
[ 0.30019272 -0.63673831],-1.9907355,[ 0.2645142 -0.7135704]
[ 0.2645142 -0.7135704],-1.941453,[ 0.2240788  -0.80870805]
[ 0.2240788  -0.80870805],-1.4483851,[ 0.18111332 -0.8593096 ]
[ 0.18111332 -0.8593096 ],0.05388379,[ 0.14530665 -0.71613344]
[ 0.14530665 -0.71613344],0.141891,[ 0.115994  -0.5862529]
