State,Action,NextState
[-0.14925188  0.28644414],0.626554,[-0.1358067   0.26890346]
[-0.1358067   0.26890346],0.58809566,[-0.12302792  0.25557559]
[-0.12302792  0.25557559],0.5413604,[-0.11079086  0.24474129]
[-0.11079086  0.24474129],0.46621156,[-0.09920337  0.23174977]
[-0.09920337  0.23174977],0.39721346,[-0.08835081  0.21705124]
[-0.08835081  0.21705124],0.20759892,[-0.0792501   0.18201414]
[-0.0792501   0.18201414],0.38991332,[-0.07019381  0.18112576]
[-0.07019381  0.18112576],-0.08265734,[-0.06438756  0.11612502]
[-0.06438756  0.11612502],0.48299885,[-0.05737169  0.14031754]
[-0.05737169  0.14031754],-0.023020625,[-0.05267872  0.09385928]
[-0.05267872  0.09385928],0.41606975,[-0.04683977  0.11677897]
[-0.04683977  0.11677897],-0.2010485,[-0.04426454  0.05150471]
[-1.01324982 -0.05121782],1.9980578,[-1.03264612 -0.38792601]
[-1.03264612 -0.38792601],1.9642565,[-1.06951019 -0.73728123]
[-1.06951019 -0.73728123],1.1990643,[-1.13026746 -1.21514551]
[-1.13026746 -1.21514551],-1.8307896,[-1.23867539 -2.16815865]
[-1.23867539 -2.16815865],-1.9119508,[-1.39687369 -3.16396598]
[-1.39687369 -3.16396598],-1.962877,[-1.60672783 -4.19708269]
[-1.60672783 -4.19708269],-1.8755399,[-1.86812431 -5.22792958]
[-1.86812431 -5.22792958],-1.4362265,[-2.17614708 -6.16045559]
[-2.17614708 -6.16045559],-1.3247786,[-2.52494205 -6.97589928]
[-2.52494205 -6.97589928],-1.3774302,[-2.90575421 -7.61624324]
[-2.90575421 -7.61624324],-0.97514963,[-3.30264218 -7.93775941]
[-3.30264218 -7.93775941],0.117571115,[-3.69263508 -7.79985806]
[-3.69263508 -7.79985806],-0.24962282,[-4.06486607 -7.44461975]
[-4.06486607 -7.44461975],-0.1361655,[-4.40820903 -6.86685924]
[-4.40820903 -6.86685924],1.542254,[-4.70420661 -5.91995147]
[-4.70420661 -5.91995147],1.3795676,[-4.95235868 -4.96304144]
[-4.95235868 -4.96304144],0.09336972,[-5.16338503 -4.2205271 ]
[-5.16338503 -4.2205271 ],0.10194659,[-5.33989629 -3.53022505]
[-5.33989629 -3.53022505],-1.348791,[-5.49616746 -3.12542354]
[-5.49616746 -3.12542354],-1.5513694,[-5.63751449 -2.8269406 ]
[-5.63751449 -2.8269406 ],-0.78115344,[-5.76215514 -2.49281285]
[-5.76215514 -2.49281285],-0.0006811619,[-5.86813437 -2.11958462]
[-5.86813437 -2.11958462],0.54859924,[-5.95487773 -1.73486732]
[-5.95487773 -1.73486732],0.5800309,[-6.02517931 -1.40603159]
[-6.02517931 -1.40603159],0.22090626,[-6.08425586 -1.18153086]
[-6.08425586 -1.18153086],0.24388766,[-6.13409249 -0.99673271]
[-6.13409249 -0.99673271],0.31680846,[-6.17598277 -0.83780563]
[-6.17598277 -0.83780563],0.40398264,[-6.21083079 -0.69696025]
[-6.21083079 -0.69696025],0.44216084,[-6.23965166 -0.57641757]
[-6.23965166 -0.57641757],0.45005322,[-6.26346515 -0.47626967]
[-6.26346515 -0.47626967],0.4805224,[-6.28293526 -0.38940215]
[-6.28293526 -0.38940215],0.49060273,[-6.29871647 -0.3156242 ]
[-6.29871647 -0.3156242 ],0.50849366,[-6.31126637 -0.25099805]
[-6.31126637 -0.25099805],0.5234153,[-6.32094356 -0.19354378]
[-6.32094356 -0.19354378],0.53868675,[-6.32799619 -0.14105272]
[-6.32799619 -0.14105272],0.548857,[-6.33261225 -0.0923211 ]
[-6.33261225 -0.0923211 ],0.5522766,[-6.33493898 -0.04653472]
[1.69479341 0.94009464],2.0,[1.79401022 1.9843363 ]
[1.79401022 1.9843363 ],2.0,[1.9447967  3.01572958]
[1.9447967  3.01572958],2.0,[2.14549093 4.01388455]
[2.14549093 4.01388455],2.0,[2.39266109 4.94340331]
[2.39266109 4.94340331],2.0,[2.68036338 5.75404577]
[2.68036338 5.75404577],2.0,[2.99975502 6.38783272]
[2.99975502 6.38783272],2.0,[3.33944775 6.79385462]
[3.33944775 6.79385462],2.0,[3.68676923 6.94642957]
[3.68676923 6.94642957],1.9963107,[4.0296167  6.85694937]
[4.0296167  6.85694937],-1.9997554,[4.3283725  5.97511616]
[4.3283725  5.97511616],-1.8260674,[4.57866403 5.00583053]
[4.57866403 5.00583053],1.9407785,[4.80634619 4.5536432 ]
[4.80634619 4.5536432 ],1.6354175,[5.00895938 4.05226387]
[5.00895938 4.05226387],0.5488653,[5.17982615 3.41733538]
[5.17982615 3.41733538],1.3483634,[5.32732842 2.95004536]
[5.32732842 2.95004536],0.8387017,[5.45049064 2.46324433]
[5.45049064 2.46324433],1.180419,[5.55476547 2.08549674]
[5.55476547 2.08549674],0.9960308,[5.64154712 1.73563288]
[5.64154712 1.73563288],1.4960175,[5.71710482 1.51115403]
[5.71710482 1.51115403],1.4311576,[5.7832839  1.32358162]
[5.7832839  1.32358162],1.3186746,[5.84137783 1.16187854]
[5.84137783 1.16187854],1.1629081,[5.89215954 1.01563419]
[5.89215954 1.01563419],0.9880302,[5.93605884 0.877986  ]
[5.93605884 0.877986  ],0.9482155,[5.97431236 0.76507051]
[5.97431236 0.76507051],0.8014116,[6.00717703 0.65729342]
[6.00717703 0.65729342],0.7050159,[6.03510993 0.55865791]
[6.03510993 0.55865791],0.6642146,[6.05881673 0.47413607]
[6.05881673 0.47413607],0.66025543,[6.07913205 0.40630628]
[6.07913205 0.40630628],0.6962621,[6.09707032 0.35876548]
[6.09707032 0.35876548],0.689862,[6.11324347 0.323463  ]
[6.11324347 0.323463  ],0.6590693,[6.12801745 0.29547963]
[6.12801745 0.29547963],0.639518,[6.14179235 0.27549788]
[6.14179235 0.27549788],0.60622835,[6.15482937 0.2607404 ]
[6.15482937 0.2607404 ],0.562062,[6.16728171 0.24904686]
[6.16728171 0.24904686],0.5041132,[6.17917824 0.23793064]
[6.17917824 0.23793064],0.4215665,[6.19034328 0.22330087]
[6.19034328 0.22330087],0.30938387,[6.20035213 0.20017693]
[6.20035213 0.20017693],0.25197983,[6.20914813 0.17592004]
[6.20914813 0.17592004],0.24990201,[6.21704454 0.15792817]
[6.21704454 0.15792817],0.15195727,[6.22360216 0.13115235]
[6.22360216 0.13115235],0.2674892,[6.2299329 0.1266148]
[6.2299329 0.1266148],-0.006652117,[6.23421773 0.08569655]
[6.23421773 0.08569655],0.37957525,[6.23951382 0.10592183]
[6.23951382 0.10592183],-0.18243909,[6.24180446 0.04581276]
[-0.39597193  0.83861442],1.7005525,[-0.35575101  0.80441846]
[-0.35575101  0.80441846],1.3811498,[-0.3182325   0.75037009]
[-0.3182325   0.75037009],1.0191035,[-0.28480403  0.6685694 ]
[-0.28480403  0.6685694 ],0.7854874,[-0.25602076  0.57566547]
[-0.25602076  0.57566547],0.7113199,[-0.23139883  0.49243869]
[-0.23139883  0.49243869],0.6736274,[-0.21032491  0.42147833]
[-0.21032491  0.42147833],0.7049198,[-0.19179326  0.37063306]
[-0.19179326  0.37063306],0.70342445,[-0.17513415  0.33318204]
[-0.17513415  0.33318204],0.67161703,[-0.15997193  0.30324442]
[-0.15997193  0.30324442],0.6496346,[-0.14591085  0.28122173]
[-0.14591085  0.28122173],0.6197305,[-0.13265404  0.26513606]
[-0.13265404  0.26513606],0.57808757,[-0.12002153  0.25265019]
[-0.12002153  0.25265019],0.52811694,[-0.10791816  0.24206755]
[-0.10791816  0.24206755],0.44620037,[-0.09650736  0.228216  ]
[-0.09650736  0.228216  ],0.36564898,[-0.0859676   0.21079513]
[-0.0859676   0.21079513],0.20706391,[-0.07709468  0.17745841]
[-0.07709468  0.17745841],0.3711834,[-0.06832607  0.17537217]
[-0.06832607  0.17537217],-0.07432449,[-0.06267513  0.1130188 ]
[-0.06267513  0.1130188 ],0.4757135,[-0.05580512  0.13740024]
[-0.05580512  0.13740024],-0.059401035,[-0.05147222  0.08665797]
[-0.05147222  0.08665797],0.44109964,[-0.04576043  0.11423579]
[-0.04576043  0.11423579],-0.21733952,[-0.04339411  0.04732652]
[-1.23196494  0.25418103],1.9981716,[-1.23963749 -0.15345104]
[-1.23963749 -0.15345104],1.736587,[-1.26974812 -0.60221263]
[-1.26974812 -0.60221263],-1.8235612,[-1.34934895 -1.59201646]
[-1.34934895 -1.59201646],-1.9946026,[-1.48049356 -2.62289227]
[-1.48049356 -2.62289227],-1.9979997,[-1.66397038 -3.66953632]
[-1.66397038 -3.66953632],-1.9983189,[-1.89977193 -4.71603099]
[-1.89977193 -4.71603099],-1.9744481,[-2.18587085 -5.72197855]
[-2.18587085 -5.72197855],-1.6746031,[-2.5151567  -6.58571685]
[-2.5151567  -6.58571685],-1.6503143,[-2.87880469 -7.27295988]
[-2.87880469 -7.27295988],-1.382536,[-3.26256322 -7.67517065]
[-3.26256322 -7.67517065],-0.35252798,[-3.64444037 -7.63754304]
[-3.64444037 -7.63754304],-0.4053254,[-4.01128537 -7.33689983]
[-4.01128537 -7.33689983],-0.38810933,[-4.35238627 -6.82201816]
[-4.35238627 -6.82201816],0.4496646,[-4.6550186  -6.05264657]
[-4.6550186  -6.05264657],1.291256,[-4.91052821 -5.1101921 ]
[-4.91052821 -5.1101921 ],0.08715677,[-5.12861784 -4.36179266]
[-5.12861784 -4.36179266],0.20355082,[-5.31088259 -3.64529492]
[-5.31088259 -3.64529492],-1.0947658,[-5.47037613 -3.18987084]
[-5.47037613 -3.18987084],-1.5394636,[-5.61418235 -2.87612446]
[-5.61418235 -2.87612446],-1.009403,[-5.74230144 -2.56238178]
[-5.74230144 -2.56238178],-0.06488001,[-5.85159861 -2.18594336]
[-5.85159861 -2.18594336],0.5048926,[-5.94142236 -1.79647507]
[-5.94142236 -1.79647507],0.6841216,[-6.01354713 -1.44249538]
[-6.01354713 -1.44249538],0.21118736,[-6.07409864 -1.21103025]
[-6.07409864 -1.21103025],0.21802616,[-6.12523121 -1.02265142]
[-6.12523121 -1.02265142],0.29404688,[-6.16825975 -0.86057081]
[-6.16825975 -0.86057081],0.37871075,[-6.20414774 -0.71775965]
[-6.20414774 -0.71775965],0.43075442,[-6.23384424 -0.59393001]
[-6.23384424 -0.59393001],0.43884897,[-6.25839983 -0.49111187]
[-6.25839983 -0.49111187],0.47080398,[-6.27849503 -0.40190407]
[-6.27849503 -0.40190407],0.4825697,[-6.29479508 -0.32600093]
[-6.29479508 -0.32600093],0.49660707,[-6.30780593 -0.260217  ]
[-6.30780593 -0.260217  ],0.5155926,[-6.31787302 -0.20134172]
[-6.31787302 -0.20134172],0.5306177,[-6.325261   -0.14775963]
[-6.325261   -0.14775963],0.5416069,[-6.3301643  -0.09806605]
[-6.3301643  -0.09806605],0.5449195,[-6.33274177 -0.05154941]
[ 2.9174136  -0.17610648],2.0,[2.93194475 0.29062304]
[2.93194475 0.29062304],2.0,[2.96928024 0.74670968]
[2.96928024 0.74670968],2.0,[3.02804551 1.17530542]
[3.02804551 1.17530542],2.0,[3.10605965 1.5602829 ]
[3.10605965 1.5602829 ],2.0,[3.200406   1.88692704]
[3.200406   1.88692704],2.0,[3.30754813 2.14284245]
[3.30754813 2.14284245],2.0,[3.42349545 2.31894639]
[3.42349545 2.31894639],2.0,[3.54401087 2.41030851]
[3.54401087 2.41030851],2.0,[3.66483963 2.41657512]
[3.66483963 2.41657512],2.0,[3.78192981 2.34180364]
[3.78192981 2.34180364],2.0,[3.89161502 2.19370426]
[3.89161502 2.19370426],2.0,[3.99073817 1.98246292]
[3.99073817 1.98246292],2.0,[4.07670946 1.71942578]
[4.07670946 1.71942578],2.0,[4.14750568 1.41592445]
[4.14750568 1.41592445],2.0,[4.20162749 1.08243614]
[4.20162749 1.08243614],1.9965696,[4.2380096 0.7276422]
[4.2380096 0.7276422],-1.788997,[ 4.22761512 -0.20788964]
[ 4.22761512 -0.20788964],-2.0,[ 4.16904137 -1.1714749 ]
[ 4.16904137 -1.1714749 ],-2.0,[ 4.06336827 -2.11346197]
[ 4.06336827 -2.11346197],-2.0,[ 3.91281982 -3.01096902]
[ 3.91281982 -3.01096902],-2.0,[ 3.72113328 -3.8337308 ]
[ 3.72113328 -3.8337308 ],-1.9999996,[ 3.49391026 -4.54446047]
[ 3.49391026 -4.54446047],-1.9999505,[ 3.23874733 -5.10325854]
[ 3.23874733 -5.10325854],-1.9995037,[ 2.96495055 -5.47593553]
[ 2.96495055 -5.47593553],-1.9991155,[ 2.6827501  -5.64400916]
[ 2.6827501  -5.64400916],-1.9976292,[ 2.40217657 -5.61147052]
[ 2.40217657 -5.61147052],-1.999461,[ 2.13187671 -5.40599723]
[ 2.13187671 -5.40599723],-1.9999464,[ 1.87832778 -5.07097864]
[ 1.87832778 -5.07097864],-1.9998717,[ 1.64552045 -4.65614661]
[ 1.64552045 -4.65614661],-1.9989996,[ 1.43511597 -4.20808946]
[ 1.43511597 -4.20808946],-1.9950718,[ 1.24690382 -3.76424307]
[ 1.24690382 -3.76424307],-1.9877255,[ 1.07933387 -3.35139906]
[ 1.07933387 -3.35139906],-1.9913819,[ 0.92989019 -2.98887361]
[ 0.92989019 -2.98887361],-1.9941927,[ 0.79554835 -2.68683681]
[ 0.79554835 -2.68683681],-1.9920382,[ 0.6730505  -2.44995692]
[ 0.6730505  -2.44995692],-1.9679309,[ 0.5591697  -2.27761596]
[ 0.5591697  -2.27761596],-1.7857676,[ 0.45178874 -2.14761918]
[ 0.45178874 -2.14761918],-0.3856945,[ 0.35788666 -1.87804173]
[ 0.35788666 -1.87804173],0.7132549,[ 0.28247006 -1.50833181]
[ 0.28247006 -1.50833181],0.26574802,[ 0.21949891 -1.2594231 ]
[ 0.21949891 -1.2594231 ],0.22885203,[ 0.16640942 -1.06178986]
[ 0.16640942 -1.06178986],0.29234505,[ 0.1217241  -0.89370627]
[ 0.1217241  -0.89370627],0.36866164,[ 0.08435714 -0.74733923]
[ 0.08435714 -0.74733923],0.43988466,[ 0.05344896 -0.61816368]
[ 0.05344896 -0.61816368],0.44553828,[ 0.02788569 -0.5112653 ]
[ 0.02788569 -0.5112653 ],0.4699607,[ 0.00689271 -0.41985964]
[ 0.00689271 -0.41985964],0.48771715,[-0.01018392 -0.34153258]
[-0.01018392 -0.34153258],0.49885178,[-0.02390105 -0.27434262]
[-0.02390105 -0.27434262],0.5212047,[-0.03460535 -0.21408599]
[-0.03460535 -0.21408599],0.53326845,[-0.04260758 -0.16004456]
[-0.04260758 -0.16004456],0.5463555,[-0.04810944 -0.11003725]
[-0.04810944 -0.11003725],0.5495,[-0.05129346 -0.06368041]
[3.08100447 0.56322851],2.0,[3.12643657 0.90864185]
[3.12643657 0.90864185],2.0,[3.18743699 1.22000848]
[3.18743699 1.22000848],2.0,[3.26171885 1.48563727]
[3.26171885 1.48563727],2.0,[3.34650681 1.69575915]
[3.34650681 1.69575915],2.0,[3.43866415 1.84314682]
[3.43866415 1.84314682],2.0,[3.53484445 1.92360589]
[3.53484445 1.92360589],2.0,[3.63165496 1.93621038]
[3.63165496 1.93621038],2.0,[3.72581495 1.88319973]
[3.72581495 1.88319973],2.0,[3.81429178 1.7695366 ]
[3.81429178 1.7695366 ],2.0,[3.89440239 1.60221208]
[3.89440239 1.60221208],2.0,[3.96387454 1.38944315]
[3.96387454 1.38944315],2.0,[4.02087042 1.13991764]
[4.02087042 1.13991764],1.9999881,[4.06398077 0.86220697]
[4.06398077 0.86220697],-0.64822674,[4.07234019 0.16718837]
[4.07234019 0.16718837],-2.0,[ 4.03562211 -0.7343616 ]
[ 4.03562211 -0.7343616 ],-2.0,[ 3.95466897 -1.61906281]
[ 3.95466897 -1.61906281],-2.0,[ 3.83147565 -2.46386646]
[ 3.83147565 -2.46386646],-2.0,[ 3.66941556 -3.24120166]
[ 3.66941556 -3.24120166],-2.0,[ 3.47346847 -3.91894196]
[ 3.47346847 -3.91894196],-2.0,[ 3.25030323 -4.46330476]
[ 3.25030323 -4.46330476],-1.9999918,[ 3.00806943 -4.84467596]
[ 3.00806943 -4.84467596],-1.9999678,[ 2.75582813 -5.04482601]
[ 2.75582813 -5.04482601],-1.9999025,[ 2.5026976  -5.06261069]
[ 2.5026976  -5.06261069],-1.9999577,[ 2.25692896 -4.91537274]
[ 2.25692896 -4.91537274],-1.99999,[ 2.02517422 -4.63509476]
[ 2.02517422 -4.63509476],-1.9999982,[ 1.81211453 -4.26119381]
[ 1.81211453 -4.26119381],-1.999992,[ 1.62046829 -3.83292477]
[ 1.62046829 -3.83292477],-1.9999719,[ 1.45127601 -3.3838456 ]
[ 1.45127601 -3.3838456 ],-1.9999676,[ 1.30431645 -2.93919128]
[ 1.30431645 -2.93919128],-1.999968,[ 1.17853352 -2.5156586 ]
[ 1.17853352 -2.5156586 ],-1.9999812,[ 1.07240247 -2.12262097]
[ 1.07240247 -2.12262097],-1.9999809,[ 0.98420974 -1.76385452]
[ 0.98420974 -1.76385452],-1.9999858,[ 0.91224843 -1.4392262 ]
[ 0.91224843 -1.4392262 ],-1.9999626,[ 0.85494547 -1.1460593 ]
[ 0.85494547 -1.1460593 ],-1.9998863,[ 0.81093842 -0.88014089]
[ 0.81093842 -0.88014089],-1.9997605,[ 0.7791182  -0.63640455]
[ 0.7791182  -0.63640455],-1.9996152,[ 0.75865031 -0.40935763]
[ 0.75865031 -0.40935763],-1.9995456,[ 0.74898369 -0.19333258]
[ 0.74898369 -0.19333258],-1.9996598,[0.74985316 0.01738954]
[0.74985316 0.01738954],-1.9997776,[0.76128173 0.22857139]
[0.76128173 0.22857139],-1.9998883,[0.78358051 0.44597559]
[0.78358051 0.44597559],-1.9999472,[0.81734795 0.67534877]
[0.81734795 0.67534877],-1.9999716,[0.86346563 0.92235351]
[0.86346563 0.92235351],-1.9999807,[0.92308716 1.19243074]
[0.92308716 1.19243074],-1.9999825,[0.99761388 1.49053444]
[0.99761388 1.49053444],-1.9999703,[1.08864756 1.82067341]
[1.08864756 1.82067341],-1.9997627,[1.19790803 2.18520948]
[1.19790803 2.18520948],-1.9730214,[1.32729381 2.58771552]
[1.32729381 2.58771552],1.6837788,[1.50570165 3.56815693]
[1.50570165 3.56815693],1.999798,[1.73652856 4.61653821]
[1.73652856 4.61653821],2.0,[2.01934164 5.65626157]
[2.01934164 5.65626157],2.0,[2.35094518 6.63207074]
[2.35094518 6.63207074],2.0,[2.72420405 7.46517737]
[2.72420405 7.46517737],2.0,[3.12420405 8.        ]
[3.12420405 8.        ],2.0,[3.52420405 8.        ]
[3.52420405 8.        ],1.9146004,[3.92420405 8.        ]
[3.92420405 8.        ],-2.0,[4.28276154 7.17114988]
[4.28276154 7.17114988],-2.0,[4.592227   6.18930913]
[4.592227   6.18930913],-1.9999975,[4.84946288 5.14471758]
[4.84946288 5.14471758],-1.9994577,[5.05455457 4.10183387]
[5.05455457 4.10183387],-1.7111715,[5.21148634 3.13863545]
[5.21148634 3.13863545],1.957799,[5.35017605 2.77379408]
[5.35017605 2.77379408],1.6978025,[5.47147119 2.42590295]
[5.47147119 2.42590295],0.6171608,[5.57019    1.97437608]
[5.57019    1.97437608],1.5892262,[5.65629916 1.72218324]
[5.65629916 1.72218324],1.1320262,[5.72890005 1.4520178 ]
[5.72890005 1.4520178 ],1.6248889,[5.79395002 1.30099935]
[5.79395002 1.30099935],1.1996851,[5.85037446 1.12848885]
[5.85037446 1.12848885],1.2569351,[5.90049751 1.00246104]
[5.90049751 1.00246104],0.8172016,[5.94274651 0.84497989]
[5.94274651 0.84497989],1.0778956,[5.98055844 0.75623868]
[5.98055844 0.75623868],0.7018919,[6.01245849 0.63800092]
[6.01245849 0.63800092],0.699213,[6.03957394 0.54230898]
[6.03957394 0.54230898],0.65919185,[6.06258799 0.46028106]
[6.06258799 0.46028106],0.6694224,[6.08241724 0.39658504]
[6.08241724 0.39658504],0.69995975,[6.10001787 0.35201249]
[6.10001787 0.35201249],0.6846328,[6.1159228 0.3180987]
[6.1159228 0.3180987],0.65623045,[6.13050633 0.2916705 ]
[6.13050633 0.2916705 ],0.63406014,[6.14414206 0.27271466]
[6.14414206 0.27271466],0.598613,[6.15707005 0.25855987]
[6.15707005 0.25855987],0.55336976,[6.16943152 0.24722942]
[6.16943152 0.24722942],0.48823452,[6.18119818 0.23533314]
[6.18119818 0.23533314],0.41131067,[6.19223178 0.22067193]
[6.19223178 0.22067193],0.27611876,[6.20193021 0.19396861]
[6.20193021 0.19396861],0.29167676,[6.2107725  0.17684583]
[6.2107725  0.17684583],0.13817048,[6.21793796 0.14330925]
[6.21793796 0.14330925],0.33875513,[6.22519905 0.14522173]
[6.22519905 0.14522173],-0.08248663,[6.22966822 0.08938341]
[6.22966822 0.08938341],0.4513209,[6.23551636 0.11696288]
[6.23551636 0.11696288],-0.15373492,[6.23842459 0.05816447]
[-0.06340876 -0.52257831],1.273808,[-0.08236035 -0.37903182]
[-0.08236035 -0.37903182],1.0703654,[-0.09636922 -0.28017745]
[-0.09636922 -0.28017745],0.94495034,[-0.10689922 -0.2106    ]
[-0.10689922 -0.2106    ],0.8750162,[-0.11486769 -0.15936937]
[-0.11486769 -0.15936937],0.84770846,[-0.12077642 -0.11817454]
[-0.12077642 -0.11817454],0.8205805,[-0.1250489  -0.08544972]
[-0.1250489  -0.08544972],0.79648304,[-0.12802489 -0.05951971]
[-0.12802489 -0.05951971],0.7789073,[-0.1299469  -0.03844019]
[-0.1299469  -0.03844019],0.76752925,[-0.13097174 -0.02049692]
[-0.13097174 -0.02049692],0.7616477,[-0.13118164 -0.00419799]
[-0.13118164 -0.00419799],0.7614598,[-0.13058581  0.01191669]
[-0.13058581  0.01191669],0.76170397,[-0.12916026  0.02851105]
[-0.12916026  0.02851105],0.7639899,[-0.12683483  0.04650846]
[-0.12683483  0.04650846],0.7617388,[-0.12353993  0.065898  ]
[-0.12353993  0.065898  ],0.7566862,[-0.11919086  0.08698148]
[-0.11919086  0.08698148],0.74900055,[-0.11368336  0.11014993]
[-0.11368336  0.11014993],0.7349825,[-0.10691745  0.13531832]
[-0.10691745  0.13531832],0.7035284,[-0.09887684  0.16081218]
[-0.09887684  0.16081218],0.6435456,[-0.08971148  0.18330717]
[-0.08971148  0.18330717],0.5320997,[-0.07991504  0.19592874]
[-0.07991504  0.19592874],0.17511606,[-0.07179886  0.16232364]
[-0.07179886  0.16232364],0.35934424,[-0.06367774  0.16242239]
[-0.06367774  0.16242239],-0.08400333,[-0.05857295  0.10209585]
[-0.05857295  0.10209585],0.46582913,[-0.05216967  0.12806562]
[-0.05216967  0.12806562],-0.09630668,[-0.04844416  0.07451012]
[-0.04844416  0.07451012],0.4463203,[-0.0431872   0.10513925]
[-0.0431872   0.10513925],-0.19680846,[-0.04102532  0.04323765]
[-0.04102532  0.04323765],0.4561081,[-0.03698064  0.08089351]
[-0.03698064  0.08089351],-0.10407531,[-0.03510299  0.03755305]
[-0.03510299  0.03755305],0.39337158,[-0.03159114  0.07023695]
[ 0.42510273 -0.73022524],-1.9993508,[ 0.38906188 -0.72081708]
[ 0.38906188 -0.72081708],-1.9984798,[ 0.35225695 -0.73609863]
[ 0.35225695 -0.73609863],-1.9958104,[ 0.31342158 -0.7767074 ]
[ 0.31342158 -0.7767074 ],-1.985384,[ 0.27125765 -0.8432785 ]
[ 0.27125765 -0.8432785 ],-1.8598355,[ 0.22519284 -0.92129634]
[ 0.22519284 -0.92129634],-0.7558913,[ 0.18183237 -0.86720928]
[ 0.18183237 -0.86720928],0.054770947,[ 0.14566389 -0.72336961]
[ 0.14566389 -0.72336961],0.14546204,[ 0.11602948 -0.59268831]
[ 0.11602948 -0.59268831],0.19006371,[ 0.09216189 -0.47735178]
[ 0.09216189 -0.47735178],0.20457935,[ 0.07327983 -0.37764127]
[ 0.07327983 -0.37764127],0.20462203,[ 0.05867796 -0.29203727]
[ 0.05867796 -0.29203727],0.11754584,[ 0.04715685 -0.23042217]
[ 0.04715685 -0.23042217],0.009689331,[ 0.03747614 -0.19361424]
[ 0.03747614 -0.19361424],0.015759468,[ 0.02931865 -0.16314979]
[ 0.02931865 -0.16314979],0.028326273,[ 0.0224729  -0.13691501]
[ 0.0224729  -0.13691501],0.03973341,[ 0.01676781 -0.11410174]
[ 0.01676781 -0.11410174],0.038711548,[ 0.01198183 -0.09571974]
[ 0.01198183 -0.09571974],0.025223494,[ 0.00783432 -0.08295006]
[1.68115133 0.64188727],2.0,[1.76551758 1.68732507]
[1.76551758 1.68732507],2.0,[1.90167515 2.7231513 ]
[1.90167515 2.7231513 ],2.0,[2.08829861 3.73246921]
[2.08829861 3.73246921],2.0,[2.32251173 4.68426236]
[2.32251173 4.68426236],2.0,[2.59911929 5.53215124]
[2.59911929 5.53215124],2.0,[2.91008644 6.21934313]
[2.91008644 6.21934313],2.0,[3.24465774 6.69142598]
[3.24465774 6.69142598],2.0,[3.59037094 6.91426394]
[3.59037094 6.91426394],1.9999971,[3.93481417 6.88886467]
[3.93481417 6.88886467],-1.998488,[4.23754561 6.05462871]
[4.23754561 6.05462871],-1.6276174,[4.49471875 5.14346284]
[4.49471875 5.14346284],1.9688132,[4.73004287 4.7064824 ]
[4.73004287 4.7064824 ],1.8311534,[4.94160649 4.23127228]
[4.94160649 4.23127228],0.9973104,[5.12413076 3.65048547]
[5.12413076 3.65048547],0.84447145,[5.27862263 3.08983734]
[5.27862263 3.08983734],1.2394953,[5.41076343 2.64281604]
[5.41076343 2.64281604],0.80929565,[5.52025313 2.1897941 ]
[5.52025313 2.1897941 ],1.2943139,[5.61353605 1.86565832]
[5.61353605 1.86565832],1.1195128,[5.69193865 1.56805197]
[5.69193865 1.56805197],1.606103,[5.76148465 1.39092004]
[5.76148465 1.39092004],1.2737255,[5.82189527 1.20821241]
[5.82189527 1.20821241],1.3210707,[5.87552253 1.07254525]
[5.87552253 1.07254525],0.9504318,[5.92141061 0.91776148]
[5.92141061 0.91776148],1.0126467,[5.96162098 0.80420752]
[5.96162098 0.80420752],0.87819314,[5.99656589 0.69889817]
[5.99656589 0.69889817],0.7120645,[6.02624961 0.59367447]
[6.02624961 0.59367447],0.6611068,[6.05136221 0.50225197]
[6.05136221 0.50225197],0.6438458,[6.07268795 0.42651467]
[6.07268795 0.42651467],0.6870632,[6.09133117 0.37286442]
[6.09133117 0.37286442],0.69719315,[6.10805286 0.33443388]
[6.10805286 0.33443388],0.66784,[6.12324941 0.30393096]
[6.12324941 0.30393096],0.6471095,[6.13732722 0.2815562 ]
[6.13732722 0.2815562 ],0.61825657,[6.15059165 0.26528859]
[6.15059165 0.26528859],0.57715034,[6.163227   0.25270703]
[6.163227   0.25270703],0.527277,[6.17532927 0.24204547]
[6.17532927 0.24204547],0.4455769,[6.18673661 0.22814672]
[6.18673661 0.22814672],0.3646276,[6.19726743 0.21061644]
[6.19726743 0.21061644],0.20806074,[6.20614075 0.17746639]
[6.20614075 0.17746639],0.36941838,[6.21489839 0.17515288]
[6.21489839 0.17515288],-0.07206011,[6.22055682 0.11316847]
[6.22055682 0.11316847],0.47495317,[6.22743036 0.13747078]
[6.22743036 0.13747078],-0.06382704,[6.23173547 0.08610218]
[6.23173547 0.08610218],0.44218516,[6.23742845 0.11385959]
[6.23742845 0.11385959],-0.21019351,[6.23982969 0.04802489]
[ 2.01973263 -0.02625697],2.0,[2.06720388 0.94942498]
[2.06720388 0.94942498],2.0,[2.16264885 1.90889938]
[2.16264885 1.90889938],2.0,[2.30421539 2.83133082]
[2.30421539 2.83133082],2.0,[2.48864031 3.6884983 ]
[2.48864031 3.6884983 ],2.0,[2.71084775 4.44414886]
[2.71084775 4.44414886],2.0,[2.96371323 5.0573097 ]
[2.96371323 5.0573097 ],2.0,[3.23821408 5.49001684]
[3.23821408 5.49001684],2.0,[3.52409725 5.71766347]
[3.52409725 5.71766347],2.0,[3.81098373 5.73772955]
